Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,Do you want to take this survey in English or Spanish?¿Quieres responder la encuesta en inglés o español?,Please ask your teacher for their teacher code.,What is the name of your district and school?,,What grade are you currently enrolled in?,What is your gender?,Are you Hispanic/Latino/a?,What is your ethnicity? Select all that apply.,,,,,,,How often do you speak English at home? ,How much do you agree or disagree with the statements below?,,,,"For you personally, how true or not true is the statement below? (Select only one)",How much do you agree or disagree with the statement below? (Select one only),How much do you agree or disagree with the statements below?,,,,,How much do you agree or disagree with the statements below?,,,,"When reading the following statements, think about your current math class and decide how well the statements describe you.",,,,,,,,,,,,,How often does your math teacher do each of the following?,,"Por favor, pídele a tu profesor/a su código.",Selecciona el nombre de tu distrito escolar y escuela.,,"¿Actualmente, en qué grado estás matriculado?",¿Cuál es tu sexo/género?,¿Eres hispano / latino/a?,¿Cuál es tu raza/origen étnico? (seleccione todas las que correspondan),,,,,,,¿Qué tan frecuente hablas inglés en tu casa?,¿En qué medida estás de acuerdo o en desacuerdo con las siguientes declaraciones?,,,,"Para ti personalmente, ¿qué tan verdadera o no verdadera es la siguiente declaración? (Seleccione solo uno)",¿En qué medida está de acuerdo o en desacuerdo con la siguiente declaración? (Seleccione solo uno),¿En qué medida está de acuerdo o en desacuerdo con las siguientes declaraciones?,,,,,¿En qué medida está de acuerdo o en desacuerdo con las siguientes declaraciones?,,,,"Al leer las siguientes declaraciones, piensa en tu actual clase de matemáticas y decide qué tan bien te describen estas declaraciones.",,,,,,,,,,,,,¿Con qué frecuencia su profesor de matemáticas hace cada uno de los siguientes?,
13492400193,410322128,06/10/2022 09:15:45 AM,06/10/2022 09:22:08 AM,165.155.131.152,,,,,English / inglés,NXA1234,"NYC District 11 - PS/MS 194, NY",,8,Male,No,,,,,White,,,Always,Strongly disagree,Disagree,Strongly agree,Strongly agree,Extremely true,Slightly disagree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree a little,Agree a lot,Agree a lot,Agree a lot,Very much like me,Very much like me,Not at all like me,Very much like me,Somewhat like me,Not much like me,Not at all like me,Very much like me,Somewhat like me,Mostly like me,Mostly like me,Mostly like me,Very much like me,Some of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492403707,410322128,06/10/2022 09:20:01 AM,06/10/2022 09:21:26 AM,165.155.136.154,,,,,English / inglés,bxl9988,"NYC District 11 - IS 468, NY",,6,Male,Yes,,,Black or African American,,,More than one race,hispanic and jamaican,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492404116,410322128,06/10/2022 09:20:08 AM,06/10/2022 09:20:38 AM,165.155.131.157,,,,,English / inglés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492398378,410322128,06/10/2022 09:13:31 AM,06/10/2022 09:19:55 AM,165.155.139.172,,,,,English / inglés,NXA1234,"NYC District 11 - PS/MS 194, NY",,8,Male,Yes,,,,,,,Hispanic/Latino,Sometimes,Disagree,Mostly disagree,Strongly disagree,Disagree,Very true,,Agree,Agree,Agree,Agree,Agree,Agree a little,Agree a little,Agree a little,Agree a little,Not much like me,Mostly like me,Somewhat like me,Mostly like me,Mostly like me,Mostly like me,Somewhat like me,Not much like me,Not much like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Once in a while,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492398866,410322128,06/10/2022 09:13:36 AM,06/10/2022 09:19:07 AM,165.155.140.173,,,,,English / inglés,NXA1234,"NYC District 11 - PS/MS 194, NY",,8,Female,No,,,,Asian,,,,Almost always,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Extremely true,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree a lot,Agree a lot,Agree a lot,Agree a lot,Not at all like me,Very much like me,Not at all like me,Very much like me,Very much like me,Very much like me,Very much like me,Not at all like me,Not at all like me,Very much like me,Very much like me,Very much like me,Very much like me,Most or all of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492399904,410322128,06/10/2022 09:15:24 AM,06/10/2022 09:18:44 AM,165.155.131.172,,,,,English / inglés,NXA1234,"NYC District 11 - PS/MS 194, NY",,8,Female,No,,,,Asian,,,,Almost always,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Not at all true,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree a lot,Disagree a lot,Disagree a lot,Disagree a lot,Not at all like me,Not at all like me,Not at all like me,Not at all like me,Not at all like me,Not at all like me,Not at all like me,Not at all like me,Not at all like me,Not at all like me,Not at all like me,Not at all like me,Not at all like me,Once in a while,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492393883,410322128,06/10/2022 09:07:42 AM,06/10/2022 09:17:10 AM,173.68.183.11,,,,,English / inglés,BXL9988,"NYC District 11 - PS 498, NY",,6,Non-binary,Yes,,,,,,More than one race,,Almost always,Strongly agree,Disagree,Disagree,Strongly agree,Extremely true,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree a lot,Agree a lot,Agree a lot,Agree a lot,Not at all like me,Very much like me,Not at all like me,Very much like me,Very much like me,Very much like me,Very much like me,Somewhat like me,Not at all like me,Very much like me,Very much like me,Very much like me,Very much like me,Most or all of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492400202,410322128,06/10/2022 09:15:04 AM,06/10/2022 09:15:51 AM,165.155.140.173,,,,,English / inglés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492398372,410322128,06/10/2022 09:13:26 AM,06/10/2022 09:15:34 AM,165.155.131.162,,,,,English / inglés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492398324,410322128,06/10/2022 09:13:26 AM,06/10/2022 09:13:30 AM,98.13.182.240,,,,,English / inglés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492397727,410322128,06/10/2022 09:12:40 AM,06/10/2022 09:12:45 AM,98.13.182.240,,,,,English / inglés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492381231,410322128,06/10/2022 08:53:12 AM,06/10/2022 09:09:14 AM,165.155.140.48,,,,,English / inglés,RXC1234,Other (please specify),district IS326,7,Female,Yes,,,,,,,mexican,Almost always,Disagree,Disagree,Mostly agree,Mostly agree,Extremely true,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Disagree,Agree,Disagree a lot,Agree a lot,Agree a little,Disagree a little,Somewhat like me,Very much like me,Very much like me,Very much like me,Somewhat like me,Mostly like me,Not much like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Not much like me,Very much like me,Never,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492378146,410322128,06/10/2022 08:49:36 AM,06/10/2022 09:08:57 AM,165.155.136.54,,,,,English / inglés,rxc1234,"NYC District 11 - IS 326, NY",,7,Male,No,,,Black or African American,,,,,Always,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat true,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree a lot,Agree a little,Agree a little,Agree a lot,Not much like me,Very much like me,Not much like me,Mostly like me,Very much like me,Very much like me,Somewhat like me,Mostly like me,Not at all like me,Mostly like me,Mostly like me,Mostly like me,Mostly like me,Most or all of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492377886,410322128,06/10/2022 08:49:29 AM,06/10/2022 09:05:47 AM,165.155.128.44,,,,,English / inglés,RXC1234,"NYC District 11 - IS 326, NY",,7,Female,Yes,,,,,,,Hispanic,Sometimes,Strongly disagree,Strongly disagree,Strongly disagree,Mostly disagree,Not at all true,Strongly agree,Slightly disagree,Disagree,Slightly disagree,Agree,Agree,Agree a lot,Agree a little,Agree a little,Agree a little,Not much like me,Mostly like me,Very much like me,Somewhat like me,Not much like me,Mostly like me,Not at all like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Mostly like me,Somewhat like me,Once in a while,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492379351,410322128,06/10/2022 08:50:59 AM,06/10/2022 09:05:20 AM,165.155.136.59,,,,,English / inglés,RXC1234,"NYC District 11 - IS 326, NY",,7,Non-binary,No,,,Black or African American,,,,,Always,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Extremely true,Strongly agree,Slightly agree,Strongly agree,,Slightly agree,Strongly agree,Agree a little,Agree a lot,Agree a lot,Disagree a little,Not at all like me,Somewhat like me,Not much like me,Somewhat like me,,Mostly like me,Somewhat like me,Not much like me,Not much like me,Somewhat like me,Not much like me,Not much like me,Somewhat like me,Never,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492389169,410322128,06/10/2022 09:02:16 AM,06/10/2022 09:03:38 AM,23.190.208.162,,,,,,,Rochester City School District - Franklin Lower,,7,Female,Yes,,,,,,,hispanic and white,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492378141,410322128,06/10/2022 08:49:46 AM,06/10/2022 09:03:08 AM,165.155.139.57,,,,,English / inglés,RXC1234,"NYC District 11 - IS 326, NY",,7,Female,Yes,,,,,,More than one race,,Sometimes,Mostly agree,Strongly agree,Agree,Strongly agree,Somewhat true,Slightly agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree a little,Agree a little,Disagree a lot,Disagree a lot,Very much like me,Mostly like me,Somewhat like me,Not at all like me,Somewhat like me,Mostly like me,Not much like me,Somewhat like me,Mostly like me,Not much like me,Somewhat like me,Not at all like me,Very much like me,Never,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492378329,410322128,06/10/2022 08:49:54 AM,06/10/2022 09:01:01 AM,165.155.138.51,,,,,English / inglés,rxc1234,"NYC District 11 - IS 326, NY",,7,Male,Yes,,,,,,,,Almost always,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Very true,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree a lot,Agree a lot,Agree a lot,Agree a lot,Not much like me,Not much like me,Not at all like me,Somewhat like me,Very much like me,Very much like me,Not much like me,Not much like me,Not at all like me,Very much like me,Mostly like me,Mostly like me,Very much like me,Never,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492377591,410322128,06/10/2022 08:49:08 AM,06/10/2022 09:00:12 AM,165.155.128.49,,,,,English / inglés,RXC1234,"NYC District 11 - IS 326, NY",,7,Female,Yes,,,,,,,mexican ,Sometimes,Disagree,Strongly disagree,Disagree,Disagree,Very true,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Agree,Strongly agree,Agree a little,Agree a little,Agree a little,Agree a little,Not much like me,Mostly like me,Not much like me,Very much like me,Somewhat like me,Very much like me,Not much like me,Not much like me,Not at all like me,Very much like me,Mostly like me,Somewhat like me,Very much like me,Once in a while,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492379659,410322128,06/10/2022 08:51:25 AM,06/10/2022 09:00:09 AM,165.155.132.33,,,,,English / inglés,RXC1234,"NYC District 11 - IS 326, NY",,7,Female,Yes,,,,,,More than one race,,Always,Strongly agree,Strongly agree,Agree,Agree,Not at all true,Strongly disagree,Disagree,Strongly disagree,Slightly disagree,Disagree,Agree,Disagree a little,Agree a little,Agree a lot,Disagree a little,Mostly like me,Not much like me,Not much like me,Very much like me,Mostly like me,Very much like me,Not at all like me,Somewhat like me,Somewhat like me,Not much like me,Not much like me,Not at all like me,Not much like me,Never,Once in a while,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492376885,410322128,06/10/2022 08:48:28 AM,06/10/2022 08:59:56 AM,165.155.129.60,,,,,English / inglés,rxc1234,"NYC District 11 - IS 326, NY",,7,Male,No,,,Black or African American,,,,,Always,Mostly disagree,Strongly agree,Mostly agree,Strongly agree,Extremely true,Strongly agree,Slightly disagree,Strongly disagree,Agree,Slightly agree,Slightly agree,Disagree a little,Agree a lot,Disagree a little,Disagree a little,Somewhat like me,Not much like me,Mostly like me,Mostly like me,Not much like me,Very much like me,Not at all like me,Very much like me,Very much like me,Somewhat like me,Not at all like me,Not at all like me,Mostly like me,Never,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492379365,410322128,06/10/2022 08:51:06 AM,06/10/2022 08:57:58 AM,165.155.132.43,,,,,English / inglés,RXC1234,"NYC District 11 - IS 326, NY",,7,Female,No,,,Black or African American,,,,,Always,Mostly disagree,Agree,Mostly disagree,Strongly agree,Very true,Slightly agree,Disagree,Disagree,Disagree,Slightly disagree,Slightly agree,Disagree a lot,Agree a little,Disagree a little,Disagree a little,Somewhat like me,Somewhat like me,Somewhat like me,Mostly like me,,Mostly like me,Not at all like me,Somewhat like me,Somewhat like me,Not much like me,Somewhat like me,Not much like me,Somewhat like me,Once in a while,Some of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492376483,410322128,06/10/2022 08:48:02 AM,06/10/2022 08:54:24 AM,165.155.138.36,,,,,English / inglés,RXC1234,"NYC District 11 - IS 326, NY",,7,,Yes,,,,,,,Dominican,Sometimes,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Very true,Agree,Agree,Slightly agree,Agree,Slightly agree,Agree,Agree a little,Agree a lot,Agree a little,Agree a lot,Somewhat like me,Mostly like me,Mostly like me,Mostly like me,Mostly like me,Mostly like me,Mostly like me,Mostly like me,Not much like me,Somewhat like me,Somewhat like me,Somewhat like me,Mostly like me,Never,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492376373,410322128,06/10/2022 08:47:58 AM,06/10/2022 08:54:22 AM,165.155.136.34,,,,,English / inglés,Rxc1234,"NYC District 11 - IS 326, NY",,7,Female,Yes,,,,,,,hispanc,Never,Disagree,Disagree,Mostly disagree,Strongly agree,Extremely true,Strongly agree,Slightly agree,Disagree,Agree,Agree,Agree,Agree a little,Agree a little,Agree a little,Agree a little,Not much like me,Mostly like me,Mostly like me,Somewhat like me,Mostly like me,Mostly like me,Somewhat like me,Somewhat like me,Somewhat like me,Mostly like me,Somewhat like me,Somewhat like me,Mostly like me,Some of the time,Some of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492379476,410322128,06/10/2022 08:50:58 AM,06/10/2022 08:53:11 AM,165.155.130.56,,,,,English / inglés,RXC1234,"NYC District 11 - IS 326, NY",,7,Male,No,,,Black or African American,,,,,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492378754,410322128,06/10/2022 08:50:10 AM,06/10/2022 08:52:10 AM,165.155.131.52,,,,,English / inglés,RXC1234,"NYC District 11 - IS 326, NY",,7,Female,Yes,,,Black or African American,,,More than one race,,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492378606,410322128,06/10/2022 08:50:20 AM,06/10/2022 08:52:08 AM,165.155.128.49,,,,,,RXC1234,"NYC District 11 - IS 326, NY",,7,Female,No,,,,,,More than one race,,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492363274,410322128,06/10/2022 08:31:26 AM,06/10/2022 08:32:53 AM,23.190.208.128,,,,,English / inglés,sfs0309,Rochester City School District - School 28,,8,Male,No,,,Black or African American,,,,jamaican,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492360547,410322128,06/10/2022 08:25:25 AM,06/10/2022 08:28:01 AM,165.155.137.55,,,,,English / inglés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492352905,410322128,06/10/2022 08:17:36 AM,06/10/2022 08:24:08 AM,23.190.208.128,,,,,English / inglés,sfs0309,Rochester City School District - School 28,,8,Male,Yes,,,,,,,hispanic,Always,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Very true,Agree,Agree,Slightly agree,,Agree,Agree,Agree a lot,Agree a lot,Agree a lot,Agree a lot,Somewhat like me,Somewhat like me,Mostly like me,Mostly like me,Mostly like me,Mostly like me,Mostly like me,Somewhat like me,Mostly like me,Mostly like me,Very much like me,Very much like me,Very much like me,Once in a while,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492348858,410322128,06/10/2022 08:12:25 AM,06/10/2022 08:23:50 AM,23.190.208.128,,,,,English / inglés,SFS0309,Rochester City School District - School 28,,8,Male,No,,,Black or African American,,,,,Always,Strongly disagree,Disagree,Disagree,Disagree,Extremely true,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree a lot,Agree a little,Agree a lot,Agree a lot,Somewhat like me,Mostly like me,Very much like me,Very much like me,Very much like me,Mostly like me,Not much like me,Not much like me,Not much like me,Mostly like me,Mostly like me,Very much like me,Mostly like me,Once in a while,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492350706,410322128,06/10/2022 08:14:47 AM,06/10/2022 08:21:59 AM,23.190.208.128,,,,,English / inglés,SFS0309,Rochester City School District - School 28,,8,Male,Yes,,,,,,More than one race,,Sometimes,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Extremely true,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree a lot,Agree a little,Agree a lot,Agree a lot,Somewhat like me,Very much like me,Somewhat like me,Mostly like me,Mostly like me,Very much like me,Not much like me,Not much like me,Not much like me,Very much like me,Very much like me,Very much like me,Very much like me,Never,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492349434,410322128,06/10/2022 08:13:03 AM,06/10/2022 08:20:51 AM,23.190.208.128,,,,,English / inglés,SFS0309,Rochester City School District - School 28,,8,Male,Yes,,,Black or African American,,,,,Always,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Extremely true,Strongly agree,Agree,Slightly agree,Strongly agree,Agree,Strongly agree,Agree a lot,Agree a little,Agree a little,Agree a little,Somewhat like me,Very much like me,Not at all like me,Very much like me,Very much like me,Mostly like me,Somewhat like me,Somewhat like me,Somewhat like me,Mostly like me,Not much like me,Mostly like me,Very much like me,Never,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492348849,410322128,06/10/2022 08:12:06 AM,06/10/2022 08:20:40 AM,23.190.208.128,,,,,English / inglés,SFS0309,Rochester City School District - School 28,,8,Female,No,,,Black or African American,,White,,,Always,Mostly disagree,Mostly disagree,Mostly disagree,Mostly disagree,Somewhat true,Strongly agree,Agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Agree a little,Agree a little,Agree a little,Agree a little,Somewhat like me,Somewhat like me,Not much like me,Not much like me,Not much like me,Somewhat like me,Somewhat like me,Somewhat like me,Not much like me,Not much like me,Somewhat like me,Not much like me,Somewhat like me,Once in a while,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492354590,410322128,06/10/2022 08:20:02 AM,06/10/2022 08:20:06 AM,23.190.208.128,,,,,English / inglés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492351117,410322128,06/10/2022 08:15:20 AM,06/10/2022 08:20:00 AM,23.190.208.128,,,,,English / inglés,SFSS0309,Rochester City School District - School 28,,8,Female,No,,,,,,More than one race,,Always,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Not at all true,Strongly agree,Agree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Agree a lot,Agree a lot,Agree a lot,Agree a lot,Mostly like me,Very much like me,Somewhat like me,Very much like me,Mostly like me,Very much like me,Somewhat like me,,Not at all like me,Very much like me,Somewhat like me,Mostly like me,Very much like me,Never,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492348878,410322128,06/10/2022 08:12:20 AM,06/10/2022 08:19:39 AM,23.190.208.128,,,,,English / inglés,sfs0309,Rochester City School District - School 28,,8,Male,No,,,,,,More than one race,,Always,Disagree,Mostly agree,Strongly disagree,Agree,Slightly true,Strongly agree,Agree,Slightly agree,Strongly agree,Strongly agree,Agree,Agree a little,Agree a lot,Agree a lot,Agree a little,Somewhat like me,Mostly like me,,Somewhat like me,Very much like me,Mostly like me,Somewhat like me,Somewhat like me,Not much like me,Mostly like me,Mostly like me,Mostly like me,Mostly like me,Never,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492350111,410322128,06/10/2022 08:14:02 AM,06/10/2022 08:19:26 AM,23.190.208.128,,,,,English / inglés,SFS0309,Rochester City School District - School 28,,8,Female,No,,,Black or African American,,,,,Always,Disagree,Strongly disagree,Strongly disagree,Disagree,Extremely true,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree a little,Agree a little,Agree a little,Agree a little,Not much like me,Somewhat like me,Not much like me,Somewhat like me,Somewhat like me,Mostly like me,Not at all like me,Somewhat like me,Not much like me,Somewhat like me,Mostly like me,Somewhat like me,Mostly like me,Once in a while,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492348823,410322128,06/10/2022 08:12:19 AM,06/10/2022 08:19:17 AM,23.190.208.128,,,,,English / inglés,sfs0309,Rochester City School District - School 28,,8,Male,Yes,,,,,,,hispanic,Sometimes,Disagree,Strongly disagree,Disagree,Disagree,Slightly true,Strongly agree,Slightly disagree,Slightly disagree,Slightly agree,Agree,Agree,Agree a little,Agree a little,Disagree a lot,Disagree a little,Not much like me,Mostly like me,Somewhat like me,Mostly like me,Very much like me,Mostly like me,Not much like me,Somewhat like me,Mostly like me,Not much like me,Somewhat like me,Somewhat like me,Very much like me,Never,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492348560,410322128,06/10/2022 08:11:55 AM,06/10/2022 08:19:07 AM,23.190.208.128,,,,,English / inglés,SFS0309,Rochester City School District - School 28,,8,Male,Yes,,,,,,More than one race,,Always,Disagree,Disagree,Disagree,Disagree,Slightly true,Strongly agree,Disagree,Disagree,Slightly agree,Slightly agree,Slightly disagree,Disagree a lot,Disagree a little,Disagree a lot,Disagree a lot,Not much like me,Somewhat like me,Mostly like me,Mostly like me,Mostly like me,Somewhat like me,Not at all like me,Somewhat like me,Not much like me,Somewhat like me,Not much like me,Not at all like me,Somewhat like me,Never,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492348907,410322128,06/10/2022 08:12:33 AM,06/10/2022 08:17:37 AM,23.190.208.128,,,,,English / inglés,sfs0309,Rochester City School District - School 28,,8,Male,Yes,,,Black or African American,Asian,,More than one race,,Always,Mostly disagree,Disagree,Strongly disagree,Mostly disagree,Slightly true,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree a little,Agree a lot,Agree a lot,Agree a lot,Mostly like me,Mostly like me,Somewhat like me,Very much like me,Mostly like me,Mostly like me,Mostly like me,Very much like me,Somewhat like me,Somewhat like me,Somewhat like me,Mostly like me,Mostly like me,Never,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492349320,410322128,06/10/2022 08:13:03 AM,06/10/2022 08:17:27 AM,23.190.208.128,,,,,English / inglés,SFS0309,Rochester City School District - School 28,,8,Male,No,,,Black or African American,,,,,Always,Mostly disagree,Mostly disagree,Disagree,Disagree,Extremely true,Strongly agree,Slightly agree,Slightly disagree,Agree,Slightly agree,Slightly agree,Agree a little,Agree a lot,Agree a little,Agree a lot,Somewhat like me,Not much like me,Somewhat like me,Not much like me,Mostly like me,Mostly like me,Not much like me,Mostly like me,Not much like me,Not much like me,Not much like me,Not at all like me,Somewhat like me,Never,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492348367,410322128,06/10/2022 08:11:44 AM,06/10/2022 08:17:21 AM,23.190.208.128,,,,,English / inglés,SFS0309,Rochester City School District - School 28,,8,Male,Yes,,,,,,,Puerto Rican,Always,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Extremely true,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Agree a little,Agree a lot,Agree a little,Agree a lot,Mostly like me,Very much like me,Mostly like me,Very much like me,Mostly like me,Very much like me,Not much like me,Not at all like me,Not at all like me,Very much like me,Very much like me,Mostly like me,Very much like me,Never,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492352475,410322128,06/10/2022 08:17:08 AM,06/10/2022 08:17:12 AM,23.190.208.128,,,,,English / inglés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492352235,410322128,06/10/2022 08:16:47 AM,06/10/2022 08:16:53 AM,23.190.208.128,,,,,English / inglés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492348401,410322128,06/10/2022 08:11:50 AM,06/10/2022 08:16:50 AM,23.190.208.128,,,,,English / inglés,SFS0309,Rochester City School District - School 28,,8,Female,No,,,Black or African American,,,,,Always,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Extremely true,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree a lot,Agree a lot,Agree a lot,Agree a lot,Not at all like me,Very much like me,Not at all like me,Very much like me,Very much like me,Very much like me,Somewhat like me,Not much like me,Not at all like me,Very much like me,Very much like me,Mostly like me,Very much like me,Most or all of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
