id,question,prepost,site,percent,know_assess
aje0610,Which of the following actions BEST describes equitable instructional strategies for supporting students with unfinished learning in math?,post,"NYC District 11 - District-wide, NY",100,math_accelerating_learning
aje0610,Which of the following is the most effective at addressing unfinished learning?,post,"NYC District 11 - District-wide, NY",100,math_accelerating_learning
ajm1110,"Ms. Clark is preparing to teach a new unit and the first lesson builds off of work from the previous grade level. She has identified 6 students who have unfinished learning around this topic in her class of 25 and, she determines that students need to have a conceptual understanding of the topic, but not necessarily procedural skill to fully engage in the lesson.",pre,Rochester City School District - District-wide,100,math_accelerating_learning
ajm1110,"When supporting students with unfinished learning, which of the following are MISSTEPS when it comes to maintaining focus and coherence?",pre,Rochester City School District - District-wide,100,math_accelerating_learning
ajm1110,Which of the following actions BEST describes equitable instructional strategies for supporting students with unfinished learning in math?,pre,Rochester City School District - District-wide,100,math_accelerating_learning
ajm1110,Which of the following is the most effective at addressing unfinished learning?,pre,Rochester City School District - District-wide,100,math_accelerating_learning
alm0813,"Ms. Clark is preparing to teach a new unit and the first lesson builds off of work from the previous grade level. She has identified 6 students who have unfinished learning around this topic in her class of 25 and, she determines that students need to have a conceptual understanding of the topic, but not necessarily procedural skill to fully engage in the lesson.",pre,"NYC District 11 - District-wide, NY",25,math_accelerating_learning
alm0813,"When supporting students with unfinished learning, which of the following are MISSTEPS when it comes to maintaining focus and coherence?",pre,"NYC District 11 - District-wide, NY",100,math_accelerating_learning
alm0813,Which of the following actions BEST describes equitable instructional strategies for supporting students with unfinished learning in math?,pre,"NYC District 11 - District-wide, NY",100,math_accelerating_learning
alm0813,Which of the following is the most effective at addressing unfinished learning?,pre,"NYC District 11 - District-wide, NY",100,math_accelerating_learning
ama0519,"Ms. Clark is preparing to teach a new unit and the first lesson builds off of work from the previous grade level. She has identified 6 students who have unfinished learning around this topic in her class of 25 and, she determines that students need to have a conceptual understanding of the topic, but not necessarily procedural skill to fully engage in the lesson.",pre,"NYC District 11 - District-wide, NY",100,math_accelerating_learning
ama0519,"When supporting students with unfinished learning, which of the following are MISSTEPS when it comes to maintaining focus and coherence?",pre,"NYC District 11 - District-wide, NY",0,math_accelerating_learning
ama0519,Which of the following actions BEST describes equitable instructional strategies for supporting students with unfinished learning in math?,pre,"NYC District 11 - District-wide, NY",100,math_accelerating_learning
ama0519,Which of the following is the most effective at addressing unfinished learning?,pre,"NYC District 11 - District-wide, NY",0,math_accelerating_learning
amt0209,"Ms. Clark is preparing to teach a new unit and the first lesson builds off of work from the previous grade level. She has identified 6 students who have unfinished learning around this topic in her class of 25 and, she determines that students need to have a conceptual understanding of the topic, but not necessarily procedural skill to fully engage in the lesson.",post,"NYC District 9 - District-wide, NY",100,math_accelerating_learning
amt0209,"When supporting students with unfinished learning, which of the following are MISSTEPS when it comes to maintaining focus and coherence?",post,"NYC District 9 - District-wide, NY",100,math_accelerating_learning
amt0209,Which of the following actions BEST describes equitable instructional strategies for supporting students with unfinished learning in math?,post,"NYC District 9 - District-wide, NY",100,math_accelerating_learning
amt0209,Which of the following is the most effective at addressing unfinished learning?,post,"NYC District 9 - District-wide, NY",100,math_accelerating_learning
amw0516,"Ms. Clark is preparing to teach a new unit and the first lesson builds off of work from the previous grade level. She has identified 6 students who have unfinished learning around this topic in her class of 25 and, she determines that students need to have a conceptual understanding of the topic, but not necessarily procedural skill to fully engage in the lesson.",pre,Rochester City School District - District-wide,0,math_accelerating_learning
amw0516,"When supporting students with unfinished learning, which of the following are MISSTEPS when it comes to maintaining focus and coherence?",pre,Rochester City School District - District-wide,0,math_accelerating_learning
amw0516,Which of the following actions BEST describes equitable instructional strategies for supporting students with unfinished learning in math?,pre,Rochester City School District - District-wide,100,math_accelerating_learning
amw0516,Which of the following is the most effective at addressing unfinished learning?,pre,Rochester City School District - District-wide,100,math_accelerating_learning
baw0929,"Ms. Clark is preparing to teach a new unit and the first lesson builds off of work from the previous grade level. She has identified 6 students who have unfinished learning around this topic in her class of 25 and, she determines that students need to have a conceptual understanding of the topic, but not necessarily procedural skill to fully engage in the lesson.",pre,Rochester City School District - District-wide,100,math_accelerating_learning
baw0929,"When supporting students with unfinished learning, which of the following are MISSTEPS when it comes to maintaining focus and coherence?",pre,Rochester City School District - District-wide,50,math_accelerating_learning
baw0929,Which of the following actions BEST describes equitable instructional strategies for supporting students with unfinished learning in math?,pre,Rochester City School District - District-wide,100,math_accelerating_learning
baw0929,Which of the following is the most effective at addressing unfinished learning?,pre,Rochester City School District - District-wide,100,math_accelerating_learning
cao0908,"Ms. Clark is preparing to teach a new unit and the first lesson builds off of work from the previous grade level. She has identified 6 students who have unfinished learning around this topic in her class of 25 and, she determines that students need to have a conceptual understanding of the topic, but not necessarily procedural skill to fully engage in the lesson.",pre,"NYC District 9 - District-wide, NY",0,math_accelerating_learning
cao0908,"When supporting students with unfinished learning, which of the following are MISSTEPS when it comes to maintaining focus and coherence?",pre,"NYC District 9 - District-wide, NY",50,math_accelerating_learning
cao0908,Which of the following actions BEST describes equitable instructional strategies for supporting students with unfinished learning in math?,pre,"NYC District 9 - District-wide, NY",100,math_accelerating_learning
cao0908,Which of the following is the most effective at addressing unfinished learning?,pre,"NYC District 9 - District-wide, NY",0,math_accelerating_learning
clh0316,"Ms. Clark is preparing to teach a new unit and the first lesson builds off of work from the previous grade level. She has identified 6 students who have unfinished learning around this topic in her class of 25 and, she determines that students need to have a conceptual understanding of the topic, but not necessarily procedural skill to fully engage in the lesson.",post,Rochester City School District - District-wide,50,math_accelerating_learning
clh0316,"When supporting students with unfinished learning, which of the following are MISSTEPS when it comes to maintaining focus and coherence?",post,Rochester City School District - District-wide,100,math_accelerating_learning
clh0316,Which of the following actions BEST describes equitable instructional strategies for supporting students with unfinished learning in math?,post,Rochester City School District - District-wide,100,math_accelerating_learning
clh0316,Which of the following is the most effective at addressing unfinished learning?,post,Rochester City School District - District-wide,0,math_accelerating_learning
csm0803,"Ms. Clark is preparing to teach a new unit and the first lesson builds off of work from the previous grade level. She has identified 6 students who have unfinished learning around this topic in her class of 25 and, she determines that students need to have a conceptual understanding of the topic, but not necessarily procedural skill to fully engage in the lesson.",post,Rochester City School District - District-wide,0,math_accelerating_learning
csm0803,"When supporting students with unfinished learning, which of the following are MISSTEPS when it comes to maintaining focus and coherence?",post,Rochester City School District - District-wide,0,math_accelerating_learning
csm0803,Which of the following actions BEST describes equitable instructional strategies for supporting students with unfinished learning in math?,post,Rochester City School District - District-wide,0,math_accelerating_learning
csm0803,Which of the following is the most effective at addressing unfinished learning?,post,Rochester City School District - District-wide,100,math_accelerating_learning
eam0328,"Ms. Clark is preparing to teach a new unit and the first lesson builds off of work from the previous grade level. She has identified 6 students who have unfinished learning around this topic in her class of 25 and, she determines that students need to have a conceptual understanding of the topic, but not necessarily procedural skill to fully engage in the lesson.",pre,"Kankakee School District, IL",0,math_accelerating_learning
eam0328,"When supporting students with unfinished learning, which of the following are MISSTEPS when it comes to maintaining focus and coherence?",pre,"Kankakee School District, IL",75,math_accelerating_learning
eam0328,Which of the following actions BEST describes equitable instructional strategies for supporting students with unfinished learning in math?,pre,"Kankakee School District, IL",0,math_accelerating_learning
eam0328,Which of the following is the most effective at addressing unfinished learning?,pre,"Kankakee School District, IL",100,math_accelerating_learning
emd0726,"Ms. Clark is preparing to teach a new unit and the first lesson builds off of work from the previous grade level. She has identified 6 students who have unfinished learning around this topic in her class of 25 and, she determines that students need to have a conceptual understanding of the topic, but not necessarily procedural skill to fully engage in the lesson.",pre,Rochester City School District - District-wide,100,math_accelerating_learning
emd0726,"When supporting students with unfinished learning, which of the following are MISSTEPS when it comes to maintaining focus and coherence?",pre,Rochester City School District - District-wide,100,math_accelerating_learning
emd0726,Which of the following actions BEST describes equitable instructional strategies for supporting students with unfinished learning in math?,pre,Rochester City School District - District-wide,100,math_accelerating_learning
emd0726,Which of the following is the most effective at addressing unfinished learning?,pre,Rochester City School District - District-wide,0,math_accelerating_learning
gme1008,"Ms. Clark is preparing to teach a new unit and the first lesson builds off of work from the previous grade level. She has identified 6 students who have unfinished learning around this topic in her class of 25 and, she determines that students need to have a conceptual understanding of the topic, but not necessarily procedural skill to fully engage in the lesson.",post,Rochester City School District - District-wide,50,math_accelerating_learning
gme1008,"When supporting students with unfinished learning, which of the following are MISSTEPS when it comes to maintaining focus and coherence?",post,Rochester City School District - District-wide,100,math_accelerating_learning
gme1008,Which of the following actions BEST describes equitable instructional strategies for supporting students with unfinished learning in math?,post,Rochester City School District - District-wide,100,math_accelerating_learning
gme1008,Which of the following is the most effective at addressing unfinished learning?,post,Rochester City School District - District-wide,0,math_accelerating_learning
gtl1275,"Ms. Clark is preparing to teach a new unit and the first lesson builds off of work from the previous grade level. She has identified 6 students who have unfinished learning around this topic in her class of 25 and, she determines that students need to have a conceptual understanding of the topic, but not necessarily procedural skill to fully engage in the lesson.",post,Rochester City School District - District-wide,50,math_accelerating_learning
gtl1275,"When supporting students with unfinished learning, which of the following are MISSTEPS when it comes to maintaining focus and coherence?",post,Rochester City School District - District-wide,50,math_accelerating_learning
gtl1275,Which of the following actions BEST describes equitable instructional strategies for supporting students with unfinished learning in math?,post,Rochester City School District - District-wide,100,math_accelerating_learning
gtl1275,Which of the following is the most effective at addressing unfinished learning?,post,Rochester City School District - District-wide,100,math_accelerating_learning
gtm1027,"Ms. Clark is preparing to teach a new unit and the first lesson builds off of work from the previous grade level. She has identified 6 students who have unfinished learning around this topic in her class of 25 and, she determines that students need to have a conceptual understanding of the topic, but not necessarily procedural skill to fully engage in the lesson.",pre,"NYC District 11 - District-wide, NY",100,math_accelerating_learning
gtm1027,"When supporting students with unfinished learning, which of the following are MISSTEPS when it comes to maintaining focus and coherence?",pre,"NYC District 11 - District-wide, NY",100,math_accelerating_learning
gtm1027,Which of the following actions BEST describes equitable instructional strategies for supporting students with unfinished learning in math?,pre,"NYC District 11 - District-wide, NY",100,math_accelerating_learning
gtm1027,Which of the following is the most effective at addressing unfinished learning?,pre,"NYC District 11 - District-wide, NY",100,math_accelerating_learning
gxr0427,"Ms. Clark is preparing to teach a new unit and the first lesson builds off of work from the previous grade level. She has identified 6 students who have unfinished learning around this topic in her class of 25 and, she determines that students need to have a conceptual understanding of the topic, but not necessarily procedural skill to fully engage in the lesson.",post,"NYC District 9 - District-wide, NY",0,math_accelerating_learning
gxr0427,"When supporting students with unfinished learning, which of the following are MISSTEPS when it comes to maintaining focus and coherence?",post,"NYC District 9 - District-wide, NY",0,math_accelerating_learning
gxr0427,Which of the following actions BEST describes equitable instructional strategies for supporting students with unfinished learning in math?,post,"NYC District 9 - District-wide, NY",0,math_accelerating_learning
gxr0427,Which of the following is the most effective at addressing unfinished learning?,post,"NYC District 9 - District-wide, NY",0,math_accelerating_learning
hlk0730,"Ms. Clark is preparing to teach a new unit and the first lesson builds off of work from the previous grade level. She has identified 6 students who have unfinished learning around this topic in her class of 25 and, she determines that students need to have a conceptual understanding of the topic, but not necessarily procedural skill to fully engage in the lesson.",post,"Kankakee School District, IL",0,math_accelerating_learning
hlk0730,"When supporting students with unfinished learning, which of the following are MISSTEPS when it comes to maintaining focus and coherence?",post,"Kankakee School District, IL",50,math_accelerating_learning
hlk0730,Which of the following actions BEST describes equitable instructional strategies for supporting students with unfinished learning in math?,post,"Kankakee School District, IL",100,math_accelerating_learning
hlk0730,Which of the following is the most effective at addressing unfinished learning?,post,"Kankakee School District, IL",100,math_accelerating_learning
hns0413,"Ms. Clark is preparing to teach a new unit and the first lesson builds off of work from the previous grade level. She has identified 6 students who have unfinished learning around this topic in her class of 25 and, she determines that students need to have a conceptual understanding of the topic, but not necessarily procedural skill to fully engage in the lesson.",pre,"NYC District 9 - District-wide, NY",0,math_accelerating_learning
hns0413,"When supporting students with unfinished learning, which of the following are MISSTEPS when it comes to maintaining focus and coherence?",pre,"NYC District 9 - District-wide, NY",0,math_accelerating_learning
hns0413,Which of the following actions BEST describes equitable instructional strategies for supporting students with unfinished learning in math?,pre,"NYC District 9 - District-wide, NY",0,math_accelerating_learning
hns0413,Which of the following is the most effective at addressing unfinished learning?,pre,"NYC District 9 - District-wide, NY",0,math_accelerating_learning
hns1234,"Ms. Clark is preparing to teach a new unit and the first lesson builds off of work from the previous grade level. She has identified 6 students who have unfinished learning around this topic in her class of 25 and, she determines that students need to have a conceptual understanding of the topic, but not necessarily procedural skill to fully engage in the lesson.",pre,"NYC District 9 - District-wide, NY",0,math_accelerating_learning
hns1234,"When supporting students with unfinished learning, which of the following are MISSTEPS when it comes to maintaining focus and coherence?",pre,"NYC District 9 - District-wide, NY",0,math_accelerating_learning
hns1234,Which of the following actions BEST describes equitable instructional strategies for supporting students with unfinished learning in math?,pre,"NYC District 9 - District-wide, NY",100,math_accelerating_learning
hns1234,Which of the following is the most effective at addressing unfinished learning?,pre,"NYC District 9 - District-wide, NY",100,math_accelerating_learning
jcp0103,"Ms. Clark is preparing to teach a new unit and the first lesson builds off of work from the previous grade level. She has identified 6 students who have unfinished learning around this topic in her class of 25 and, she determines that students need to have a conceptual understanding of the topic, but not necessarily procedural skill to fully engage in the lesson.",post,"NYC District 9 - District-wide, NY",25,math_accelerating_learning
jcp0103,"When supporting students with unfinished learning, which of the following are MISSTEPS when it comes to maintaining focus and coherence?",post,"NYC District 9 - District-wide, NY",0,math_accelerating_learning
jcp0103,Which of the following actions BEST describes equitable instructional strategies for supporting students with unfinished learning in math?,post,"NYC District 9 - District-wide, NY",0,math_accelerating_learning
jcp0103,Which of the following is the most effective at addressing unfinished learning?,post,"NYC District 9 - District-wide, NY",0,math_accelerating_learning
jlk1014,"Ms. Clark is preparing to teach a new unit and the first lesson builds off of work from the previous grade level. She has identified 6 students who have unfinished learning around this topic in her class of 25 and, she determines that students need to have a conceptual understanding of the topic, but not necessarily procedural skill to fully engage in the lesson.",pre,"Kankakee School District, IL",100,math_accelerating_learning
jlk1014,"When supporting students with unfinished learning, which of the following are MISSTEPS when it comes to maintaining focus and coherence?",pre,"Kankakee School District, IL",100,math_accelerating_learning
jlk1014,Which of the following actions BEST describes equitable instructional strategies for supporting students with unfinished learning in math?,pre,"Kankakee School District, IL",100,math_accelerating_learning
jlk1014,Which of the following is the most effective at addressing unfinished learning?,pre,"Kankakee School District, IL",100,math_accelerating_learning
jxi0714,"Ms. Clark is preparing to teach a new unit and the first lesson builds off of work from the previous grade level. She has identified 6 students who have unfinished learning around this topic in her class of 25 and, she determines that students need to have a conceptual understanding of the topic, but not necessarily procedural skill to fully engage in the lesson.",post,Rochester City School District - District-wide,75,math_accelerating_learning
jxi0714,"When supporting students with unfinished learning, which of the following are MISSTEPS when it comes to maintaining focus and coherence?",post,Rochester City School District - District-wide,100,math_accelerating_learning
jxi0714,Which of the following actions BEST describes equitable instructional strategies for supporting students with unfinished learning in math?,post,Rochester City School District - District-wide,100,math_accelerating_learning
jxi0714,Which of the following is the most effective at addressing unfinished learning?,post,Rochester City School District - District-wide,0,math_accelerating_learning
kmm0929,"Ms. Clark is preparing to teach a new unit and the first lesson builds off of work from the previous grade level. She has identified 6 students who have unfinished learning around this topic in her class of 25 and, she determines that students need to have a conceptual understanding of the topic, but not necessarily procedural skill to fully engage in the lesson.",pre,"NYC District 11 - District-wide, NY",100,math_accelerating_learning
kmm0929,"When supporting students with unfinished learning, which of the following are MISSTEPS when it comes to maintaining focus and coherence?",pre,"NYC District 11 - District-wide, NY",100,math_accelerating_learning
kmm0929,Which of the following actions BEST describes equitable instructional strategies for supporting students with unfinished learning in math?,pre,"NYC District 11 - District-wide, NY",100,math_accelerating_learning
kmm0929,Which of the following is the most effective at addressing unfinished learning?,pre,"NYC District 11 - District-wide, NY",100,math_accelerating_learning
lrw1001,"Ms. Clark is preparing to teach a new unit and the first lesson builds off of work from the previous grade level. She has identified 6 students who have unfinished learning around this topic in her class of 25 and, she determines that students need to have a conceptual understanding of the topic, but not necessarily procedural skill to fully engage in the lesson.",pre,"Kankakee School District, IL",75,math_accelerating_learning
lrw1001,"When supporting students with unfinished learning, which of the following are MISSTEPS when it comes to maintaining focus and coherence?",pre,"Kankakee School District, IL",25,math_accelerating_learning
lrw1001,Which of the following actions BEST describes equitable instructional strategies for supporting students with unfinished learning in math?,pre,"Kankakee School District, IL",0,math_accelerating_learning
lrw1001,Which of the following is the most effective at addressing unfinished learning?,pre,"Kankakee School District, IL",100,math_accelerating_learning
mdh0119,"Ms. Clark is preparing to teach a new unit and the first lesson builds off of work from the previous grade level. She has identified 6 students who have unfinished learning around this topic in her class of 25 and, she determines that students need to have a conceptual understanding of the topic, but not necessarily procedural skill to fully engage in the lesson.",pre,Rochester City School District - District-wide,100,math_accelerating_learning
mdh0119,"When supporting students with unfinished learning, which of the following are MISSTEPS when it comes to maintaining focus and coherence?",pre,Rochester City School District - District-wide,100,math_accelerating_learning
mdh0119,Which of the following actions BEST describes equitable instructional strategies for supporting students with unfinished learning in math?,pre,Rochester City School District - District-wide,100,math_accelerating_learning
mdh0119,Which of the following is the most effective at addressing unfinished learning?,pre,Rochester City School District - District-wide,0,math_accelerating_learning
mew0128,"Ms. Clark is preparing to teach a new unit and the first lesson builds off of work from the previous grade level. She has identified 6 students who have unfinished learning around this topic in her class of 25 and, she determines that students need to have a conceptual understanding of the topic, but not necessarily procedural skill to fully engage in the lesson.",pre,"NYC District 11 - District-wide, NY",0,math_accelerating_learning
mew0128,"When supporting students with unfinished learning, which of the following are MISSTEPS when it comes to maintaining focus and coherence?",pre,"NYC District 11 - District-wide, NY",100,math_accelerating_learning
mew0128,Which of the following actions BEST describes equitable instructional strategies for supporting students with unfinished learning in math?,pre,"NYC District 11 - District-wide, NY",100,math_accelerating_learning
mew0128,Which of the following is the most effective at addressing unfinished learning?,pre,"NYC District 11 - District-wide, NY",100,math_accelerating_learning
rsc1008,"Ms. Clark is preparing to teach a new unit and the first lesson builds off of work from the previous grade level. She has identified 6 students who have unfinished learning around this topic in her class of 25 and, she determines that students need to have a conceptual understanding of the topic, but not necessarily procedural skill to fully engage in the lesson.",pre,"Kankakee School District, IL",100,math_accelerating_learning
rsc1008,"When supporting students with unfinished learning, which of the following are MISSTEPS when it comes to maintaining focus and coherence?",pre,"Kankakee School District, IL",50,math_accelerating_learning
rsc1008,Which of the following actions BEST describes equitable instructional strategies for supporting students with unfinished learning in math?,pre,"Kankakee School District, IL",100,math_accelerating_learning
rsc1008,Which of the following is the most effective at addressing unfinished learning?,pre,"Kankakee School District, IL",100,math_accelerating_learning
sbm0125,"Ms. Clark is preparing to teach a new unit and the first lesson builds off of work from the previous grade level. She has identified 6 students who have unfinished learning around this topic in her class of 25 and, she determines that students need to have a conceptual understanding of the topic, but not necessarily procedural skill to fully engage in the lesson.",pre,Rochester City School District - District-wide,50,math_accelerating_learning
sbm0125,"When supporting students with unfinished learning, which of the following are MISSTEPS when it comes to maintaining focus and coherence?",pre,Rochester City School District - District-wide,50,math_accelerating_learning
sbm0125,Which of the following actions BEST describes equitable instructional strategies for supporting students with unfinished learning in math?,pre,Rochester City School District - District-wide,100,math_accelerating_learning
sbm0125,Which of the following is the most effective at addressing unfinished learning?,pre,Rochester City School District - District-wide,100,math_accelerating_learning
sfs0309,"Ms. Clark is preparing to teach a new unit and the first lesson builds off of work from the previous grade level. She has identified 6 students who have unfinished learning around this topic in her class of 25 and, she determines that students need to have a conceptual understanding of the topic, but not necessarily procedural skill to fully engage in the lesson.",pre,Rochester City School District - District-wide,100,math_accelerating_learning
sfs0309,"When supporting students with unfinished learning, which of the following are MISSTEPS when it comes to maintaining focus and coherence?",pre,Rochester City School District - District-wide,100,math_accelerating_learning
sfs0309,Which of the following actions BEST describes equitable instructional strategies for supporting students with unfinished learning in math?,pre,Rochester City School District - District-wide,100,math_accelerating_learning
sfs0309,Which of the following is the most effective at addressing unfinished learning?,pre,Rochester City School District - District-wide,100,math_accelerating_learning
sgm0129,"Ms. Clark is preparing to teach a new unit and the first lesson builds off of work from the previous grade level. She has identified 6 students who have unfinished learning around this topic in her class of 25 and, she determines that students need to have a conceptual understanding of the topic, but not necessarily procedural skill to fully engage in the lesson.",pre,Rochester City School District - District-wide,50,math_accelerating_learning
sgm0129,"When supporting students with unfinished learning, which of the following are MISSTEPS when it comes to maintaining focus and coherence?",pre,Rochester City School District - District-wide,100,math_accelerating_learning
sgm0129,Which of the following actions BEST describes equitable instructional strategies for supporting students with unfinished learning in math?,pre,Rochester City School District - District-wide,100,math_accelerating_learning
sgm0129,Which of the following is the most effective at addressing unfinished learning?,pre,Rochester City School District - District-wide,0,math_accelerating_learning
smw0404,"Ms. Clark is preparing to teach a new unit and the first lesson builds off of work from the previous grade level. She has identified 6 students who have unfinished learning around this topic in her class of 25 and, she determines that students need to have a conceptual understanding of the topic, but not necessarily procedural skill to fully engage in the lesson.",pre,"Kankakee School District, IL",0,math_accelerating_learning
smw0404,"When supporting students with unfinished learning, which of the following are MISSTEPS when it comes to maintaining focus and coherence?",pre,"Kankakee School District, IL",100,math_accelerating_learning
smw0404,Which of the following actions BEST describes equitable instructional strategies for supporting students with unfinished learning in math?,pre,"Kankakee School District, IL",100,math_accelerating_learning
smw0404,Which of the following is the most effective at addressing unfinished learning?,pre,"Kankakee School District, IL",100,math_accelerating_learning
spk0108,"Ms. Clark is preparing to teach a new unit and the first lesson builds off of work from the previous grade level. She has identified 6 students who have unfinished learning around this topic in her class of 25 and, she determines that students need to have a conceptual understanding of the topic, but not necessarily procedural skill to fully engage in the lesson.",post,"Kankakee School District, IL",50,math_accelerating_learning
spk0108,"When supporting students with unfinished learning, which of the following are MISSTEPS when it comes to maintaining focus and coherence?",post,"Kankakee School District, IL",25,math_accelerating_learning
spk0108,Which of the following actions BEST describes equitable instructional strategies for supporting students with unfinished learning in math?,post,"Kankakee School District, IL",100,math_accelerating_learning
spk0108,Which of the following is the most effective at addressing unfinished learning?,post,"Kankakee School District, IL",100,math_accelerating_learning
tmr0321,"Ms. Clark is preparing to teach a new unit and the first lesson builds off of work from the previous grade level. She has identified 6 students who have unfinished learning around this topic in her class of 25 and, she determines that students need to have a conceptual understanding of the topic, but not necessarily procedural skill to fully engage in the lesson.",pre,Rochester City School District - District-wide,50,math_accelerating_learning
tmr0321,"When supporting students with unfinished learning, which of the following are MISSTEPS when it comes to maintaining focus and coherence?",pre,Rochester City School District - District-wide,0,math_accelerating_learning
tmr0321,Which of the following actions BEST describes equitable instructional strategies for supporting students with unfinished learning in math?,pre,Rochester City School District - District-wide,100,math_accelerating_learning
tmr0321,Which of the following is the most effective at addressing unfinished learning?,pre,Rochester City School District - District-wide,100,math_accelerating_learning
tnm0922,"Ms. Clark is preparing to teach a new unit and the first lesson builds off of work from the previous grade level. She has identified 6 students who have unfinished learning around this topic in her class of 25 and, she determines that students need to have a conceptual understanding of the topic, but not necessarily procedural skill to fully engage in the lesson.",pre,"NYC District 11 - District-wide, NY",100,math_accelerating_learning
tnm0922,"When supporting students with unfinished learning, which of the following are MISSTEPS when it comes to maintaining focus and coherence?",pre,"NYC District 11 - District-wide, NY",100,math_accelerating_learning
tnm0922,Which of the following actions BEST describes equitable instructional strategies for supporting students with unfinished learning in math?,pre,"NYC District 11 - District-wide, NY",100,math_accelerating_learning
tnm0922,Which of the following is the most effective at addressing unfinished learning?,pre,"NYC District 11 - District-wide, NY",100,math_accelerating_learning
adc0812,"Ms. Clark is preparing to teach a new unit and the first lesson builds off of work from the previous grade level. She has identified 6 students who have unfinished learning around this topic in her class of 25 and, she determines that students need to have a conceptual understanding of the topic, but not necessarily procedural skill to fully engage in the lesson.",pre,Rochester City School District - District-wide,25,math_accelerating_learning_eic
adc0812,"When supporting students with unfinished learning, which of the following are MISSTEPS when it comes to maintaining focus and coherence?",pre,Rochester City School District - District-wide,0,math_accelerating_learning_eic
adc0812,Which of the following actions BEST describes equitable instructional strategies for supporting students with unfinished learning in math?,pre,Rochester City School District - District-wide,0,math_accelerating_learning_eic
adc0812,Which of the following is the most effective at addressing unfinished learning?,pre,Rochester City School District - District-wide,100,math_accelerating_learning_eic
ajm1110,"Ms. Clark is preparing to teach a new unit and the first lesson builds off of work from the previous grade level. She has identified 6 students who have unfinished learning around this topic in her class of 25 and, she determines that students need to have a conceptual understanding of the topic, but not necessarily procedural skill to fully engage in the lesson.",post,Rochester City School District - District-wide,100,math_accelerating_learning_eic
ajm1110,"When supporting students with unfinished learning, which of the following are MISSTEPS when it comes to maintaining focus and coherence?",post,Rochester City School District - District-wide,100,math_accelerating_learning_eic
ajm1110,Which of the following actions BEST describes equitable instructional strategies for supporting students with unfinished learning in math?,post,Rochester City School District - District-wide,100,math_accelerating_learning_eic
ajm1110,Which of the following is the most effective at addressing unfinished learning?,post,Rochester City School District - District-wide,100,math_accelerating_learning_eic
alm0813,"Ms. Clark is preparing to teach a new unit and the first lesson builds off of work from the previous grade level. She has identified 6 students who have unfinished learning around this topic in her class of 25 and, she determines that students need to have a conceptual understanding of the topic, but not necessarily procedural skill to fully engage in the lesson.",pre,"NYC District 11 - District-wide, NY",50,math_accelerating_learning_eic
alm0813,"When supporting students with unfinished learning, which of the following are MISSTEPS when it comes to maintaining focus and coherence?",pre,"NYC District 11 - District-wide, NY",25,math_accelerating_learning_eic
alm0813,Which of the following actions BEST describes equitable instructional strategies for supporting students with unfinished learning in math?,pre,"NYC District 11 - District-wide, NY",0,math_accelerating_learning_eic
alm0813,Which of the following is the most effective at addressing unfinished learning?,pre,"NYC District 11 - District-wide, NY",0,math_accelerating_learning_eic
ama0518,"Ms. Clark is preparing to teach a new unit and the first lesson builds off of work from the previous grade level. She has identified 6 students who have unfinished learning around this topic in her class of 25 and, she determines that students need to have a conceptual understanding of the topic, but not necessarily procedural skill to fully engage in the lesson.",post,"NYC District 11 - District-wide, NY",75,math_accelerating_learning_eic
ama0518,"When supporting students with unfinished learning, which of the following are MISSTEPS when it comes to maintaining focus and coherence?",post,"NYC District 11 - District-wide, NY",100,math_accelerating_learning_eic
ama0518,Which of the following actions BEST describes equitable instructional strategies for supporting students with unfinished learning in math?,post,"NYC District 11 - District-wide, NY",100,math_accelerating_learning_eic
ama0518,Which of the following is the most effective at addressing unfinished learning?,post,"NYC District 11 - District-wide, NY",100,math_accelerating_learning_eic
amw0516,"Ms. Clark is preparing to teach a new unit and the first lesson builds off of work from the previous grade level. She has identified 6 students who have unfinished learning around this topic in her class of 25 and, she determines that students need to have a conceptual understanding of the topic, but not necessarily procedural skill to fully engage in the lesson.",post,Rochester City School District - District-wide,50,math_accelerating_learning_eic
amw0516,"When supporting students with unfinished learning, which of the following are MISSTEPS when it comes to maintaining focus and coherence?",post,Rochester City School District - District-wide,0,math_accelerating_learning_eic
amw0516,Which of the following actions BEST describes equitable instructional strategies for supporting students with unfinished learning in math?,post,Rochester City School District - District-wide,0,math_accelerating_learning_eic
amw0516,Which of the following is the most effective at addressing unfinished learning?,post,Rochester City School District - District-wide,100,math_accelerating_learning_eic
axa0124,"Ms. Clark is preparing to teach a new unit and the first lesson builds off of work from the previous grade level. She has identified 6 students who have unfinished learning around this topic in her class of 25 and, she determines that students need to have a conceptual understanding of the topic, but not necessarily procedural skill to fully engage in the lesson.",post,"NYC District 11 - District-wide, NY",75,math_accelerating_learning_eic
axa0124,"When supporting students with unfinished learning, which of the following are MISSTEPS when it comes to maintaining focus and coherence?",post,"NYC District 11 - District-wide, NY",50,math_accelerating_learning_eic
axa0124,Which of the following actions BEST describes equitable instructional strategies for supporting students with unfinished learning in math?,post,"NYC District 11 - District-wide, NY",100,math_accelerating_learning_eic
axa0124,Which of the following is the most effective at addressing unfinished learning?,post,"NYC District 11 - District-wide, NY",0,math_accelerating_learning_eic
