survey_id,collector_id,respondent_id,date_created,date_modified,response_status,ip_address,"What is the name of your school, district, or parish?",Please ask your teacher for their teacher code.,What is your gender?,Are you Hispanic / Latino/a?,What is your race? Select all that apply. - American Indian or Alaska Native,What is your race? Select all that apply. - Native Hawaiian or other Pacific Islander,What is your race? Select all that apply. - Black or African American,What is your race? Select all that apply. - Asian,What is your race? Select all that apply. - White,What is your race? Select all that apply. - More than one race,What is your race? Select all that apply. - Prefer not to answer,What is your race? Select all that apply. - Other (please specify),How often do you speak English at home? ,What grade level are you currently enrolled in?,How often does your teacher do these things? - My teacher explains what we are learning in different ways to help students learn.,How often does your teacher do these things? - My teacher wants students from different cultures to respect one another.,How often does your teacher do these things? - My teacher uses what I already know to help me understand new ideas.,How often does your teacher do these things? - My teacher uses examples from my culture when teaching.,How often does your teacher do these things? - My teacher asks about ways that students’ cultures may be different from others.,How often does your teacher do these things? - My teacher helps students learn about other students and their cultures.,How often does your teacher do these things? - My teacher asks about students’ home life.,How often does your teacher do these things? - My teacher treats all students like they are important members of the classroom.,To what extent do you agree or disagree with the following statements? - This class is a happy place for me to be.,"To what extent do you agree or disagree with the following statements? - In this class, I feel like I belong.",To what extent do you agree or disagree with the following statements? - Being in this class makes me feel sad or angry.,To what extent do you agree or disagree with the following statements? - The things we have done in class this year are interesting.,"To what extent do you agree or disagree with the following statements? - Because of this teacher, I am learning to love this subject.",To what extent do you agree or disagree with the following statements? - I enjoy this subject this year.,To what extent do you agree or disagree with the following statements? - My teacher makes me feel that he/she really cares about me.,To what extent do you agree or disagree with the following statements? - I like the way my teacher treats me when I need help.,To what extent do you agree or disagree with the following statements? - My teacher seems to know if something is bothering me.,To what extent do you agree or disagree with the following statements? - I can do almost all the work in this class if I don’t give up.,"To what extent do you agree or disagree with the following statements? - Even when work is hard, I know I can learn it.",To what extent do you agree or disagree with the following statements? - I'm certain I can master the skills taught in this class.,"To what extent do you agree or disagree with the following statements? - When doing work for this class, I focus on learning, not the time work takes.",To what extent do you agree or disagree with the following statements? - I have been able to figure out the most difficult work in this class.,To what extent are the following statements true or not true? - My teacher makes sure that I try to do my best.,"To what extent are the following statements true or not true? - In this class, we learn a lot almost every day.","To what extent are the following statements true or not true? - In this class, we learn to correct our mistakes.","To what extent are the following statements true or not true? - In this class, my teacher accepts nothing less than our full effort.","To what extent are the following statements true or not true? - My teacher wants us to use our thinking skills, not just memorize things.",teacher
312653807,410320781,13357855368,2022-02-25T14:30:04Z,2022-02-25T14:38:13Z,completed,216.170.69.83,"Mississippi Department of Education, MS",NA,Male,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,5,3- Sometimes,1- Never,4- A lot,3- Sometimes,5- Always,1- Never,1- Never,4- A lot,5- Agree,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Totally true,4- Mostly true,5- Totally true,5- Totally true,5- Totally true,Cayla Freeman
312653807,410320781,13357552343,2022-02-25T12:16:12Z,2022-02-25T12:17:03Z,partial,47.212.232.8,"Mississippi Department of Education, MS",NA,Female,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sharrel Johnson
312653807,410320781,13356875430,2022-02-25T04:26:14Z,2022-02-25T04:30:33Z,completed,50.86.55.211,"Mississippi Department of Education, MS",NA,Female,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,NA,4- A lot,5- Always,4- A lot,2- Rarely,3- Sometimes,2- Rarely,2- Rarely,5- Always,5- Agree,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true,Lashondra McDonald
312653807,410320781,13356696301,2022-02-25T02:15:20Z,2022-02-25T02:26:01Z,completed,97.64.61.152,"Mississippi Department of Education, MS",NA,Female,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,4,5- Always,4- A lot,4- A lot,4- A lot,1- Never,1- Never,1- Never,5- Always,5- Agree,4- Somewhat agree,1- Disagree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,3- Neither disagree nor agree,5- Agree,5- Agree,5- Agree,2- Somewhat disagree ,5- Agree,5- Totally true,4- Mostly true,5- Totally true,5- Totally true,5- Totally true,Jacqueline Leach
312653807,410320781,13356646403,2022-02-25T01:40:42Z,2022-02-25T01:52:05Z,completed,47.212.232.34,"Mississippi Department of Education, MS",NA,Female,Yes,NA,NA,NA,NA,NA,NA,NA,Guatemalan ,Sometimes,4,4- A lot,5- Always,4- A lot,1- Never,3- Sometimes,3- Sometimes,1- Never,5- Always,5- Agree,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,4- Somewhat agree,5- Agree,4- Somewhat agree,5- Agree,4- Somewhat agree,5- Totally true,5- Totally true,5- Totally true,4- Mostly true,4- Mostly true,Sharrel Johnson
312653807,410320781,13356588353,2022-02-25T01:05:22Z,2022-02-25T01:05:30Z,partial,97.64.62.138,"Mississippi Department of Education, MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312653807,410320781,13356585488,2022-02-25T01:02:54Z,2022-02-25T01:05:34Z,completed,97.64.61.152,"Mississippi Department of Education, MS",NA,Female,Yes,American Indian or Alaska Native,NA,Black or African American,NA,NA,NA,NA,NA,Always,4,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true,Rosalinda Norsworthy
312653807,410320781,13356500524,2022-02-25T00:13:30Z,2022-02-25T00:14:07Z,partial,207.244.201.150,"Mississippi Department of Education, MS",NA,Female,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Desiree Wells
312653807,410320781,13356470338,2022-02-24T23:57:40Z,2022-02-25T00:08:24Z,completed,97.64.61.152,"Mississippi Department of Education, MS",NA,Female,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,4,5- Always,3- Sometimes,5- Always,2- Rarely,3- Sometimes,3- Sometimes,2- Rarely,5- Always,5- Agree,5- Agree,1- Disagree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,2- Somewhat disagree ,3- Neither disagree nor agree,3- Neither disagree nor agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true,Jacqueline Leach
312653807,410320781,13356463442,2022-02-24T23:52:33Z,2022-02-24T23:57:29Z,partial,97.64.61.152,"Mississippi Department of Education, MS",NA,Female,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jacqueline Leach
312653807,410320781,13356034356,2022-02-24T20:52:16Z,2022-02-24T21:05:11Z,completed,97.64.61.152,"Mississippi Department of Education, MS",NA,Female,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,4,5- Always,5- Always,5- Always,5- Always,5- Always,3- Sometimes,3- Sometimes,5- Always,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true,Rosalinda Norsworthy
312653807,410320781,13356021474,2022-02-24T20:46:09Z,2022-02-24T20:55:05Z,completed,50.86.124.34,"Mississippi Department of Education, MS",NA,Female,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,3,4- A lot,5- Always,4- A lot,3- Sometimes,5- Always,NA,5- Always,5- Always,5- Agree,4- Somewhat agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Totally true,4- Mostly true,5- Totally true,4- Mostly true,5- Totally true,Pearl Mabry
312653807,410320781,13356014569,2022-02-24T20:44:09Z,2022-02-24T20:52:36Z,completed,50.86.124.34,"Mississippi Department of Education, MS",NA,Male,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,3,5- Always,1- Never,5- Always,4- A lot,3- Sometimes,3- Sometimes,2- Rarely,3- Sometimes,5- Agree,1- Disagree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,3- Neither disagree nor agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true,Pearl Mabry
312653807,410320781,13356014568,2022-02-24T20:44:22Z,2022-02-24T20:55:11Z,completed,50.86.124.34,"Mississippi Department of Education, MS",NA,Female,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,3,5- Always,5- Always,5- Always,3- Sometimes,2- Rarely,4- A lot,5- Always,5- Always,5- Agree,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true,Pearl Mabry
312653807,410320781,13356011426,2022-02-24T20:43:11Z,2022-02-24T20:55:04Z,completed,50.86.124.34,"Mississippi Department of Education, MS",NA,Male,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,3,4- A lot,4- A lot,4- A lot,2- Rarely,1- Never,1- Never,3- Sometimes,4- A lot,4- Somewhat agree,4- Somewhat agree,1- Disagree,4- Somewhat agree,5- Agree,5- Agree,NA,3- Neither disagree nor agree,4- Somewhat agree,5- Agree,4- Somewhat agree,5- Agree,2- Somewhat disagree ,5- Agree,5- Totally true,4- Mostly true,5- Totally true,5- Totally true,5- Totally true,Pearl Mabry
312653807,410320781,13356011376,2022-02-24T20:43:08Z,2022-02-24T20:55:11Z,completed,50.86.124.34,"Mississippi Department of Education, MS",NA,Female,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,3,5- Always,3- Sometimes,1- Never,3- Sometimes,4- A lot,1- Never,5- Always,5- Always,5- Agree,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,3- Neither disagree nor agree,NA,1- Disagree,5- Agree,5- Agree,NA,5- Agree,3- Neither disagree nor agree,5- Totally true,5- Totally true,1- Totally untrue,5- Totally true,5- Totally true,Pearl Mabry
312653807,410320781,13356008707,2022-02-24T20:41:56Z,2022-02-24T20:55:02Z,completed,50.86.124.34,"Mississippi Department of Education, MS",NA,Female,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,3,4- A lot,5- Always,4- A lot,3- Sometimes,1- Never,3- Sometimes,5- Always,4- A lot,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,5- Totally true,2- Mostly untrue ,5- Totally true,5- Totally true,5- Totally true,Pearl Mabry
312653807,410320781,13356008226,2022-02-24T20:35:53Z,2022-02-24T20:55:08Z,completed,50.86.124.34,"Mississippi Department of Education, MS",NA,Female,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,3,5- Always,5- Always,4- A lot,3- Sometimes,1- Never,4- A lot,3- Sometimes,5- Always,5- Agree,1- Disagree,1- Disagree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,1- Disagree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true,Pearl Mabry
312653807,410320781,13356007187,2022-02-24T20:40:58Z,2022-02-24T20:44:20Z,partial,50.86.124.34,"Mississippi Department of Education, MS",NA,Female,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pearl Mabry
312653807,410320781,13356006745,2022-02-24T20:36:25Z,2022-02-24T20:43:48Z,partial,50.86.124.34,"Mississippi Department of Education, MS",NA,Male,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pearl Mabry
312653807,410320781,13356006692,2022-02-24T20:39:03Z,2022-02-24T20:41:37Z,partial,50.86.124.34,"Mississippi Department of Education, MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pearl Mabry
312653807,410320781,13356006688,2022-02-24T20:37:01Z,2022-02-24T20:55:05Z,completed,50.86.124.34,"Mississippi Department of Education, MS",NA,Male,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,3,5- Always,5- Always,4- A lot,3- Sometimes,3- Sometimes,3- Sometimes,3- Sometimes,5- Always,5- Agree,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,3- Neither true nor untrue,5- Totally true,5- Totally true,5- Totally true,5- Totally true,Pearl Mabry
312653807,410320781,13356006653,2022-02-24T20:35:54Z,2022-02-24T20:55:03Z,completed,50.86.124.34,"Mississippi Department of Education, MS",NA,Male,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,3,5- Always,4- A lot,3- Sometimes,5- Always,3- Sometimes,1- Never,4- A lot,5- Always,5- Agree,5- Agree,1- Disagree,NA,2- Somewhat disagree ,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true,Pearl Mabry
312653807,410320781,13356006449,2022-02-24T20:35:52Z,2022-02-24T20:55:04Z,completed,50.86.124.34,"Mississippi Department of Education, MS",NA,Male,No,NA,NA,NA,NA,NA,More than one race,NA,NA,Always,3,3- Sometimes,5- Always,3- Sometimes,2- Rarely,2- Rarely,3- Sometimes,5- Always,5- Always,5- Agree,4- Somewhat agree,1- Disagree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,4- Somewhat agree,3- Neither disagree nor agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true,Pearl Mabry
312653807,410320781,13356006409,2022-02-24T20:35:51Z,2022-02-24T20:41:23Z,partial,50.86.124.34,"Mississippi Department of Education, MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pearl Mabry
312653807,410320781,13356006181,2022-02-24T20:35:53Z,2022-02-24T20:55:02Z,completed,50.86.124.34,"Mississippi Department of Education, MS",NA,Female,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Almost always,3,4- A lot,4- A lot,3- Sometimes,5- Always,5- Always,5- Always,2- Rarely,2- Rarely,5- Agree,4- Somewhat agree,3- Neither disagree nor agree,5- Agree,3- Neither disagree nor agree,NA,2- Somewhat disagree ,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true,Pearl Mabry
312653807,410320781,13356006125,2022-02-24T20:35:54Z,2022-02-24T20:55:08Z,completed,50.86.124.34,"Mississippi Department of Education, MS",NA,Female,No,NA,NA,NA,NA,White,NA,NA,NA,Always,3,5- Always,5- Always,2- Rarely,2- Rarely,1- Never,1- Never,2- Rarely,5- Always,5- Agree,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,3- Neither disagree nor agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true,Pearl Mabry
312653807,410320781,13356006118,2022-02-24T20:41:00Z,2022-02-24T20:55:02Z,completed,50.86.124.34,"Mississippi Department of Education, MS",NA,Male,No,NA,NA,NA,NA,NA,More than one race,NA,NA,Always,3,5- Always,5- Always,4- A lot,4- A lot,3- Sometimes,5- Always,4- A lot,5- Always,1- Disagree,4- Somewhat agree,2- Somewhat disagree ,3- Neither disagree nor agree,4- Somewhat agree,3- Neither disagree nor agree,4- Somewhat agree,NA,4- Somewhat agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,4- Somewhat agree,5- Totally true,4- Mostly true,5- Totally true,4- Mostly true,5- Totally true,Pearl Mabry
312653807,410320781,13356006095,2022-02-24T20:35:57Z,2022-02-24T20:55:02Z,completed,50.86.124.34,"Mississippi Department of Education, MS",NA,Male,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,3,5- Always,4- A lot,4- A lot,4- A lot,1- Never,5- Always,3- Sometimes,5- Always,5- Agree,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true,Pearl Mabry
312653807,410320781,13356006092,2022-02-24T20:35:57Z,2022-02-24T20:55:02Z,completed,50.86.124.34,"Mississippi Department of Education, MS",NA,Female,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,3,5- Always,5- Always,5- Always,3- Sometimes,4- A lot,4- A lot,5- Always,2- Rarely,5- Agree,1- Disagree,2- Somewhat disagree ,5- Agree,NA,5- Agree,3- Neither disagree nor agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,3- Neither disagree nor agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true,Pearl Mabry
312653807,410320781,13356006090,2022-02-24T20:36:00Z,2022-02-24T20:54:55Z,completed,50.86.124.34,"Mississippi Department of Education, MS",NA,Female,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Almost always,3,5- Always,5- Always,5- Always,3- Sometimes,1- Never,5- Always,5- Always,5- Always,5- Agree,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true,Pearl Mabry
312653807,410320781,13356006045,2022-02-24T20:35:51Z,2022-02-24T20:55:02Z,completed,50.86.124.34,"Mississippi Department of Education, MS",NA,Male,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pearl Mabry
312653807,410320781,13356005777,2022-02-24T20:40:41Z,2022-02-24T20:40:56Z,partial,50.86.124.34,"Mississippi Department of Education, MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312653807,410320781,13355934846,2022-02-24T20:11:37Z,2022-02-24T20:16:52Z,completed,50.86.72.2,"Mississippi Department of Education, MS",NA,Female,No,NA,NA,NA,NA,White,NA,NA,NA,Always,8,3- Sometimes,5- Always,4- A lot,1- Never,1- Never,1- Never,2- Rarely,3- Sometimes,3- Neither disagree nor agree,4- Somewhat agree,1- Disagree,5- Agree,4- Somewhat agree,5- Agree,3- Neither disagree nor agree,4- Somewhat agree,1- Disagree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,4- Somewhat agree,4- Mostly true,5- Totally true,4- Mostly true,3- Neither true nor untrue,3- Neither true nor untrue,Natasha Patten
312653807,410320781,13355934611,2022-02-24T20:11:28Z,2022-02-24T20:12:30Z,partial,50.86.72.2,"Mississippi Department of Education, MS",NA,Female,No,NA,NA,NA,NA,White,NA,NA,NA,Always,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natasha Patten
312653807,410320781,13355925675,2022-02-24T20:08:04Z,2022-02-24T20:10:13Z,partial,173.235.255.189,"Mississippi Department of Education, MS",NA,Female,No,American Indian or Alaska Native,NA,Black or African American,NA,NA,NA,NA,NA,Always,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natasha Patten
312653807,410320781,13355923655,2022-02-24T20:07:31Z,2022-02-24T20:11:59Z,completed,173.235.255.189,"Mississippi Department of Education, MS",NA,Female,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,8,1- Never,5- Always,3- Sometimes,1- Never,1- Never,1- Never,1- Never,1- Never,1- Disagree,1- Disagree,5- Agree,1- Disagree,1- Disagree,1- Disagree,1- Disagree,1- Disagree,1- Disagree,3- Neither disagree nor agree,5- Agree,4- Somewhat agree,1- Disagree,1- Disagree,3- Neither true nor untrue,2- Mostly untrue ,2- Mostly untrue ,5- Totally true,1- Totally untrue,Natasha Patten
312653807,410320781,13355919282,2022-02-24T20:05:40Z,2022-02-24T20:16:06Z,completed,173.235.255.189,"Mississippi Department of Education, MS",NA,Female,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,8,2- Rarely,2- Rarely,3- Sometimes,3- Sometimes,4- A lot,3- Sometimes,1- Never,3- Sometimes,1- Disagree,3- Neither disagree nor agree,5- Agree,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Somewhat agree,2- Somewhat disagree ,2- Somewhat disagree ,1- Disagree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,4- Somewhat agree,4- Mostly true,3- Neither true nor untrue,4- Mostly true,4- Mostly true,4- Mostly true,Natasha Patten
312653807,410320781,13355917419,2022-02-24T20:05:03Z,2022-02-24T20:09:23Z,completed,173.235.255.189,"Mississippi Department of Education, MS",NA,Male,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,8,2- Rarely,5- Always,3- Sometimes,1- Never,NA,NA,1- Never,4- A lot,1- Disagree,1- Disagree,5- Agree,1- Disagree,1- Disagree,1- Disagree,3- Neither disagree nor agree,4- Somewhat agree,2- Somewhat disagree ,5- Agree,5- Agree,5- Agree,4- Somewhat agree,4- Somewhat agree,4- Mostly true,4- Mostly true,4- Mostly true,4- Mostly true,5- Totally true,Natasha Patten
312653807,410320781,13355914719,2022-02-24T20:03:52Z,2022-02-24T20:12:09Z,completed,50.86.72.2,"Mississippi Department of Education, MS",NA,Female,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,8,3- Sometimes,3- Sometimes,4- A lot,2- Rarely,1- Never,3- Sometimes,1- Never,4- A lot,4- Somewhat agree,5- Agree,1- Disagree,2- Somewhat disagree ,1- Disagree,2- Somewhat disagree ,1- Disagree,2- Somewhat disagree ,1- Disagree,3- Neither disagree nor agree,2- Somewhat disagree ,2- Somewhat disagree ,1- Disagree,2- Somewhat disagree ,4- Mostly true,5- Totally true,2- Mostly untrue ,3- Neither true nor untrue,4- Mostly true,Natasha Patten
312653807,410320781,13355912551,2022-02-24T19:59:32Z,2022-02-24T20:10:47Z,completed,50.86.72.2,"Mississippi Department of Education, MS",NA,Female,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,8,2- Rarely,5- Always,3- Sometimes,1- Never,1- Never,1- Never,1- Never,3- Sometimes,1- Disagree,4- Somewhat agree,4- Somewhat agree,1- Disagree,1- Disagree,1- Disagree,1- Disagree,1- Disagree,3- Neither disagree nor agree,2- Somewhat disagree ,1- Disagree,2- Somewhat disagree ,5- Agree,1- Disagree,3- Neither true nor untrue,5- Totally true,2- Mostly untrue ,4- Mostly true,4- Mostly true,Natasha Patten
312653807,410320781,13355912050,2022-02-24T20:02:32Z,2022-02-24T20:06:50Z,completed,50.86.72.2,"Mississippi Department of Education, MS",NA,Male,No,NA,NA,NA,NA,White,NA,NA,NA,Always,8,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,3- Neither disagree nor agree,4- Somewhat agree,3- Neither disagree nor agree,1- Disagree,2- Somewhat disagree ,2- Somewhat disagree ,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Mostly true,3- Neither true nor untrue,3- Neither true nor untrue,3- Neither true nor untrue,4- Mostly true,Cheree Irving
312653807,410320781,13355911483,2022-02-24T20:02:34Z,2022-02-24T20:08:10Z,completed,50.86.72.2,"Mississippi Department of Education, MS",NA,Female,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,8,2- Rarely,5- Always,5- Always,1- Never,1- Never,1- Never,3- Sometimes,5- Always,3- Neither disagree nor agree,5- Agree,2- Somewhat disagree ,4- Somewhat agree,3- Neither disagree nor agree,3- Neither disagree nor agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,1- Disagree,5- Agree,5- Agree,4- Mostly true,5- Totally true,5- Totally true,5- Totally true,5- Totally true,Natasha Patten
312653807,410320781,13355911466,2022-02-24T20:02:44Z,2022-02-24T20:03:53Z,partial,50.86.124.34,"Mississippi Department of Education, MS",NA,Male,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pearl Mabry
312653807,410320781,13355910826,2022-02-24T20:02:34Z,2022-02-24T20:05:33Z,completed,50.86.72.2,"Mississippi Department of Education, MS",NA,Female,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,8,3- Sometimes,5- Always,5- Always,5- Always,2- Rarely,5- Always,4- A lot,5- Always,5- Agree,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,3- Neither disagree nor agree,4- Somewhat agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true,Cheree Irving
