id,"response id","question id","choice id","question name","question content",choice
21129,287,8603,21129,Subject,"<p><span id=""docs-internal-guid-56978e54-7fff-17de-540c-74c7ed4747ba""><b>Which subject area do you/ do you expect to work with Teaching Lab on this year? </b></span><br></p>","ELA/ Literacy"
21137,287,8606,21137,KELA_SHF_02,"<p><span id=""docs-internal-guid-6e38fbff-7fff-a42a-3807-c7deb4565676""><b>When designing literacy lessons, teachers should start with which of the following? </b></span><br></p>","A standard (identify author’s purpose)."
21145,287,8608,21145,KELA_FLU_02,"<p><span id=""docs-internal-guid-41949037-7fff-69ed-08bf-97e0baacd020""><b>Which of the following is NOT an effective strategy for improving student fluency?</b></span><br></p>","Students choral read a grade-level text."
21149,287,8609,21149,KELA_TXC_01,"<p><b><span style=""font-size: 0.9375rem;"">Which of the following is the single biggest differentiator of college and career-readiness?</span></b><br></p>","Ability to read and write at grade-level independently."
21162,287,8612,21162,KELA_CRD_02,"<p><span id=""docs-internal-guid-3db45283-7fff-ce96-437e-466edd9eafce""><b>Which of the following describes something students might do during close reading of complex texts?</b></span><br></p>","Students rely solely on context clues to learn the meaning of unfamiliar vocabulary words."
21165,287,8613,21165,KELA_BRX_01,"<p><span id=""docs-internal-guid-42f7fc5a-7fff-8395-b157-c2a3dd49cdcc""><b>Mrs. Richards’ students have a range of reading proficiency and knowledge about the food chain. When reading a grade-level complex text about this topic, which group of students is most likely to perform better on comprehension questions?</b></span><br></p>","Students with low reading ability and a lot of knowledge about the food chain."
21172,287,8614,21172,KELA_BRX_02,"<p><span id=""docs-internal-guid-d3eded43-7fff-e11b-c830-11f0c34e3069""><b>How could Mrs. Richards best prepare students to build knowledge about the topic of the food chain? </b></span><br></p>","Have students read a series of additional texts at a variety of complexity levels on the topic."
21176,287,8615,21176,KELA_SUL_01,"<p><span id=""docs-internal-guid-444ab806-7fff-6795-ce23-882f0f8f17c2""><b>The main text that the students in Ms. Blackwell’s class is about to read is likely to be very difficult for the majority of the class. Which of the following is a strategy that Ms. Blackwell could use with her students with lower reading abilities?</b></span><br></p>","Provide students with lower reading abilities an audio version of the main text to listen to before reading the main text in class."
21284,287,8652,21284,ELA_K-2,"<p><span id=""docs-internal-guid-56978e54-7fff-17de-540c-74c7ed4747ba""><b id=""docs-internal-guid-92a6c547-7fff-a879-1438-c93125c5ea66""></b></span></p><p dir=""ltr""><b id=""docs-internal-guid-92a6c547-7fff-a879-1438-c93125c5ea66"">Do you work with grades K-2 in ELA/Literacy?</b></p><p></p>",Yes
21129,309,8603,21129,Subject,"<p><span id=""docs-internal-guid-56978e54-7fff-17de-540c-74c7ed4747ba""><b>Which subject area do you/ do you expect to work with Teaching Lab on this year? </b></span><br></p>","ELA/ Literacy"
21137,309,8606,21137,KELA_SHF_02,"<p><span id=""docs-internal-guid-6e38fbff-7fff-a42a-3807-c7deb4565676""><b>When designing literacy lessons, teachers should start with which of the following? </b></span><br></p>","A standard (identify author’s purpose)."
21145,309,8608,21145,KELA_FLU_02,"<p><span id=""docs-internal-guid-41949037-7fff-69ed-08bf-97e0baacd020""><b>Which of the following is NOT an effective strategy for improving student fluency?</b></span><br></p>","Students choral read a grade-level text."
21150,309,8609,21150,KELA_TXC_01,"<p><b><span style=""font-size: 0.9375rem;"">Which of the following is the single biggest differentiator of college and career-readiness?</span></b><br></p>","Ability to read complex text independently and proficiently."
21160,309,8612,21160,KELA_CRD_02,"<p><span id=""docs-internal-guid-3db45283-7fff-ce96-437e-466edd9eafce""><b>Which of the following describes something students might do during close reading of complex texts?</b></span><br></p>","Students make connections between the complex theme of the text to themselves."
21166,309,8613,21166,KELA_BRX_01,"<p><span id=""docs-internal-guid-42f7fc5a-7fff-8395-b157-c2a3dd49cdcc""><b>Mrs. Richards’ students have a range of reading proficiency and knowledge about the food chain. When reading a grade-level complex text about this topic, which group of students is most likely to perform better on comprehension questions?</b></span><br></p>","Students with high reading ability and little knowledge about the food chain."
21169,309,8614,21169,KELA_BRX_02,"<p><span id=""docs-internal-guid-d3eded43-7fff-e11b-c830-11f0c34e3069""><b>How could Mrs. Richards best prepare students to build knowledge about the topic of the food chain? </b></span><br></p>","Have students write definitions for content-specific vocabulary words."
21176,309,8615,21176,KELA_SUL_01,"<p><span id=""docs-internal-guid-444ab806-7fff-6795-ce23-882f0f8f17c2""><b>The main text that the students in Ms. Blackwell’s class is about to read is likely to be very difficult for the majority of the class. Which of the following is a strategy that Ms. Blackwell could use with her students with lower reading abilities?</b></span><br></p>","Provide students with lower reading abilities an audio version of the main text to listen to before reading the main text in class."
21213,309,8628,21213,MS_RC_01_A,"<p><b id=""docs-internal-guid-372bf957-7fff-d32d-e862-25e700c64d08""><b id=""docs-internal-guid-edfd1be6-7fff-07b3-808b-4da51e593455"">Teachers should be color blind when it comes to their teaching - They shouldn’t think of their students in terms of their race or ethnicity.</b></b><br></p>",Disagree
21217,309,8630,21217,Role,"<p><b id=""docs-internal-guid-c29a3b05-7fff-1ead-a75a-9e6e16f1f2d4"">Which of the following best describes your role?</b><br></p>",Teacher
21220,309,8632,21220,MS_RC_01_T,"<p><b id=""docs-internal-guid-372bf957-7fff-d32d-e862-25e700c64d08""><b id=""docs-internal-guid-edfd1be6-7fff-07b3-808b-4da51e593455""><b id=""docs-internal-guid-25aa3810-7fff-d872-17f3-e9c2f37f40ac""><span style=""font-weight: bolder; font-size: 0.9375rem;"">I am color blind when it comes to my teaching - I don’t think of my students in terms of their race or ethnicity.</span></b></b></b><br></p>",Disagree
21227,309,8634,21227,MS_EB_01_T,"<p><b id=""docs-internal-guid-372bf957-7fff-d32d-e862-25e700c64d08""><b id=""docs-internal-guid-edfd1be6-7fff-07b3-808b-4da51e593455""><b id=""docs-internal-guid-25aa3810-7fff-d872-17f3-e9c2f37f40ac""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-da32abcc-7fff-5984-2d46-035782b2a047""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-a4f653fc-7fff-e7db-95cc-7059b51bbca6""><span style=""font-weight: bolder; font-size: 0.9375rem;"">I try to keep in mind the limits of my students’ ability and give them assignments that I know they can do so that they do not become discouraged.</span></b></span></b></span></b></b></b><br></p>",Agree
21232,309,8636,21232,MS_RC_02_X,"<p><b id=""docs-internal-guid-372bf957-7fff-d32d-e862-25e700c64d08""><b id=""docs-internal-guid-edfd1be6-7fff-07b3-808b-4da51e593455""><b id=""docs-internal-guid-e9b14c3a-7fff-9dc8-d99a-3915f43d3248""><span style=""font-weight: bolder; font-size: 0.9375rem;"">The gap in the achievement among students of different races is about poverty, not race.</span></b></b></b><br></p>",Agree
21240,309,8640,21240,MS_EB_02_X,"<p><b id=""docs-internal-guid-372bf957-7fff-d32d-e862-25e700c64d08""><b id=""docs-internal-guid-edfd1be6-7fff-07b3-808b-4da51e593455""><b id=""docs-internal-guid-25aa3810-7fff-d872-17f3-e9c2f37f40ac""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-da32abcc-7fff-5984-2d46-035782b2a047""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-a4f653fc-7fff-e7db-95cc-7059b51bbca6""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-43bb60fb-7fff-c1fd-300a-40375e88b212""><b id=""docs-internal-guid-8c4f12ed-7fff-5750-5294-230a980e81ab"">Before students are asked to engage in complex learning tasks, they need to have a solid grasp of basic skills.</b></b></span></b></span></b></span></b></b></b><br></p>",Disagree
21245,309,8642,21245,MS_EB_03_X,"<p><b id=""docs-internal-guid-372bf957-7fff-d32d-e862-25e700c64d08""><b id=""docs-internal-guid-edfd1be6-7fff-07b3-808b-4da51e593455""><b id=""docs-internal-guid-25aa3810-7fff-d872-17f3-e9c2f37f40ac""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-da32abcc-7fff-5984-2d46-035782b2a047""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-a4f653fc-7fff-e7db-95cc-7059b51bbca6""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-43bb60fb-7fff-c1fd-300a-40375e88b212""><b id=""docs-internal-guid-8c4f12ed-7fff-5750-5294-230a980e81ab""></b></b></span><b id=""docs-internal-guid-7562c9a5-7fff-c624-5b0a-83da61b07047"">It is not fair to ask students who are struggling with English to take on challenging academic assignments.</b></b></span></b></span></b></b></b><br></p>",Disagree
21252,309,8643,21252,MS_EB_04_X,"<p><b id=""docs-internal-guid-372bf957-7fff-d32d-e862-25e700c64d08""><b id=""docs-internal-guid-edfd1be6-7fff-07b3-808b-4da51e593455""><b id=""docs-internal-guid-25aa3810-7fff-d872-17f3-e9c2f37f40ac""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-da32abcc-7fff-5984-2d46-035782b2a047""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-a4f653fc-7fff-e7db-95cc-7059b51bbca6""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-43bb60fb-7fff-c1fd-300a-40375e88b212""><b id=""docs-internal-guid-8c4f12ed-7fff-5750-5294-230a980e81ab""></b></b></span><b id=""docs-internal-guid-7562c9a5-7fff-c624-5b0a-83da61b07047""><b id=""docs-internal-guid-5710f0a5-7fff-dd42-7795-7d35212eedfa""><span style=""font-weight: bolder; font-size: 0.9375rem;"">Teachers should provide all students the opportunity to work with grade-level texts and tasks.</span><br></b></b></b></span></b></span></b></b></b></p>",Agree
21255,309,8644,21255,MS_GMS_01_X,"<p><b id=""docs-internal-guid-372bf957-7fff-d32d-e862-25e700c64d08""><b id=""docs-internal-guid-edfd1be6-7fff-07b3-808b-4da51e593455""><b id=""docs-internal-guid-25aa3810-7fff-d872-17f3-e9c2f37f40ac""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-da32abcc-7fff-5984-2d46-035782b2a047""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-a4f653fc-7fff-e7db-95cc-7059b51bbca6""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-43bb60fb-7fff-c1fd-300a-40375e88b212""><b id=""docs-internal-guid-8c4f12ed-7fff-5750-5294-230a980e81ab""></b></b></span><b id=""docs-internal-guid-7562c9a5-7fff-c624-5b0a-83da61b07047""><b id=""docs-internal-guid-5710f0a5-7fff-dd42-7795-7d35212eedfa""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-2bbd8a81-7fff-7f06-4bbe-27c643d27259"">To be honest, students have a certain amount of intelligence, and they really can’t do much to change it.</b></span><br></b></b></b></span></b></span></b></b></b></p>",Disagree
21260,309,8645,21260,MS_GMS_02_X,"<p><b id=""docs-internal-guid-372bf957-7fff-d32d-e862-25e700c64d08""><b id=""docs-internal-guid-edfd1be6-7fff-07b3-808b-4da51e593455""><b id=""docs-internal-guid-25aa3810-7fff-d872-17f3-e9c2f37f40ac""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-da32abcc-7fff-5984-2d46-035782b2a047""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-a4f653fc-7fff-e7db-95cc-7059b51bbca6""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-43bb60fb-7fff-c1fd-300a-40375e88b212""><b id=""docs-internal-guid-8c4f12ed-7fff-5750-5294-230a980e81ab""></b></b></span><b id=""docs-internal-guid-7562c9a5-7fff-c624-5b0a-83da61b07047""><b id=""docs-internal-guid-5710f0a5-7fff-dd42-7795-7d35212eedfa""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-2bbd8a81-7fff-7f06-4bbe-27c643d27259""><b id=""docs-internal-guid-6dcdcbc1-7fff-a362-5752-0658c6a66312"">Your intelligence is something about you that you can’t change very much.</b></b></span><br></b></b></b></span></b></span></b></b></b></p>",Disagree
21267,309,8646,21267,MS_ACC_01_T,"<p><b id=""docs-internal-guid-372bf957-7fff-d32d-e862-25e700c64d08""><b id=""docs-internal-guid-edfd1be6-7fff-07b3-808b-4da51e593455""><b id=""docs-internal-guid-25aa3810-7fff-d872-17f3-e9c2f37f40ac""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-da32abcc-7fff-5984-2d46-035782b2a047""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-a4f653fc-7fff-e7db-95cc-7059b51bbca6""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-55f2b419-7fff-2e76-189c-52f888f5af65"">If a child doesn’t learn something the first time, I will try another way.</b></span></b></span></b></span></b></b></b><br></p>",Agree
21277,309,8650,21277,MS_ACC_02_T,"<p><b id=""docs-internal-guid-372bf957-7fff-d32d-e862-25e700c64d08""><b id=""docs-internal-guid-edfd1be6-7fff-07b3-808b-4da51e593455""><b id=""docs-internal-guid-25aa3810-7fff-d872-17f3-e9c2f37f40ac""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-da32abcc-7fff-5984-2d46-035782b2a047""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-a4f653fc-7fff-e7db-95cc-7059b51bbca6""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-55f2b419-7fff-2e76-189c-52f888f5af65""><b id=""docs-internal-guid-8fb8d1c0-7fff-bf18-2a92-8a42c6d6c131"">If I provide the proper scaffolds, all students in my class will be able to succeed with grade-level texts and tasks.</b></b></span></b></span></b></span></b></b></b><br></p>",Agree
21285,309,8652,21285,ELA_K-2,"<p><span id=""docs-internal-guid-56978e54-7fff-17de-540c-74c7ed4747ba""><b id=""docs-internal-guid-92a6c547-7fff-a879-1438-c93125c5ea66""></b></span></p><p dir=""ltr""><b id=""docs-internal-guid-92a6c547-7fff-a879-1438-c93125c5ea66"">Do you work with grades K-2 in ELA/Literacy?</b></p><p></p>",No
21312,309,8661,21312,CURR_01_T,"<p><span id=""docs-internal-guid-372bf957-7fff-d32d-e862-25e700c64d08""><span id=""docs-internal-guid-edfd1be6-7fff-07b3-808b-4da51e593455"" style=""""><span id=""docs-internal-guid-25aa3810-7fff-d872-17f3-e9c2f37f40ac"" style=""""><span style=""font-size: 0.9375rem;""><span id=""docs-internal-guid-da32abcc-7fff-5984-2d46-035782b2a047"" style=""""><span style=""font-size: 0.9375rem;""><span id=""docs-internal-guid-a4f653fc-7fff-e7db-95cc-7059b51bbca6"" style=""""><span style=""font-size: 0.9375rem;""><span id=""docs-internal-guid-43bb60fb-7fff-c1fd-300a-40375e88b212"" style=""""><span id=""docs-internal-guid-d021d05e-7fff-a603-2b07-ad8cedc0c037"" style=""""><span style=""font-size: 0.9375rem;""><span id=""docs-internal-guid-108b851e-7fff-6396-4c70-5f676a1a0a72"" style=""""><span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;I trust my fellow teachers in the school.&quot;}"" style=""""><span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;I feel connected to my fellow teachers in the school.&quot;}"" style=""""><span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;I have influence over the  professional learning that I receive through my school or district. &quot;}"" style=""""><span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;I am confident that I am implementing the curriculum in a way that maximizes positive impact for student learning.&quot;}"" style=""""><span style=""font-weight: bolder;"">I am confident that I am implementing the curriculum in a way that maximizes positive impact for student learning.&nbsp;</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></p><p><span><span style=""""><span style=""""><span style=""font-size: 0.9375rem;""><span style=""""><span style=""font-size: 0.9375rem;""><span style=""""><span style=""font-size: 0.9375rem;""><span style=""""><span style=""""><span style=""font-size: 0.9375rem;""><span style=""""><span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;I trust my fellow teachers in the school.&quot;}"" style=""""><span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;I feel connected to my fellow teachers in the school.&quot;}"" style=""""><span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;I have influence over the  professional learning that I receive through my school or district. &quot;}"" style=""""><span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;I am confident that I am implementing the curriculum in a way that maximizes positive impact for student learning.&quot;}"" style="""">Note - The curriculum refers to what Teaching Lab is supporting you on this year.</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span><br></p>",Agree
21129,318,8603,21129,Subject,"<p><span id=""docs-internal-guid-56978e54-7fff-17de-540c-74c7ed4747ba""><b>Which subject area do you/ do you expect to work with Teaching Lab on this year? </b></span><br></p>","ELA/ Literacy"
21136,318,8606,21136,KELA_SHF_02,"<p><span id=""docs-internal-guid-6e38fbff-7fff-a42a-3807-c7deb4565676""><b>When designing literacy lessons, teachers should start with which of the following? </b></span><br></p>","A strategy they want students to implement (main idea, predicting, etc.)."
21145,318,8608,21145,KELA_FLU_02,"<p><span id=""docs-internal-guid-41949037-7fff-69ed-08bf-97e0baacd020""><b>Which of the following is NOT an effective strategy for improving student fluency?</b></span><br></p>","Students choral read a grade-level text."
21150,318,8609,21150,KELA_TXC_01,"<p><b><span style=""font-size: 0.9375rem;"">Which of the following is the single biggest differentiator of college and career-readiness?</span></b><br></p>","Ability to read complex text independently and proficiently."
21160,318,8612,21160,KELA_CRD_02,"<p><span id=""docs-internal-guid-3db45283-7fff-ce96-437e-466edd9eafce""><b>Which of the following describes something students might do during close reading of complex texts?</b></span><br></p>","Students make connections between the complex theme of the text to themselves."
21165,318,8613,21165,KELA_BRX_01,"<p><span id=""docs-internal-guid-42f7fc5a-7fff-8395-b157-c2a3dd49cdcc""><b>Mrs. Richards’ students have a range of reading proficiency and knowledge about the food chain. When reading a grade-level complex text about this topic, which group of students is most likely to perform better on comprehension questions?</b></span><br></p>","Students with low reading ability and a lot of knowledge about the food chain."
21172,318,8614,21172,KELA_BRX_02,"<p><span id=""docs-internal-guid-d3eded43-7fff-e11b-c830-11f0c34e3069""><b>How could Mrs. Richards best prepare students to build knowledge about the topic of the food chain? </b></span><br></p>","Have students read a series of additional texts at a variety of complexity levels on the topic."
21176,318,8615,21176,KELA_SUL_01,"<p><span id=""docs-internal-guid-444ab806-7fff-6795-ce23-882f0f8f17c2""><b>The main text that the students in Ms. Blackwell’s class is about to read is likely to be very difficult for the majority of the class. Which of the following is a strategy that Ms. Blackwell could use with her students with lower reading abilities?</b></span><br></p>","Provide students with lower reading abilities an audio version of the main text to listen to before reading the main text in class."
21213,318,8628,21213,MS_RC_01_A,"<p><b id=""docs-internal-guid-372bf957-7fff-d32d-e862-25e700c64d08""><b id=""docs-internal-guid-edfd1be6-7fff-07b3-808b-4da51e593455"">Teachers should be color blind when it comes to their teaching - They shouldn’t think of their students in terms of their race or ethnicity.</b></b><br></p>",Disagree
21217,318,8630,21217,Role,"<p><b id=""docs-internal-guid-c29a3b05-7fff-1ead-a75a-9e6e16f1f2d4"">Which of the following best describes your role?</b><br></p>",Teacher
21221,318,8632,21221,MS_RC_01_T,"<p><b id=""docs-internal-guid-372bf957-7fff-d32d-e862-25e700c64d08""><b id=""docs-internal-guid-edfd1be6-7fff-07b3-808b-4da51e593455""><b id=""docs-internal-guid-25aa3810-7fff-d872-17f3-e9c2f37f40ac""><span style=""font-weight: bolder; font-size: 0.9375rem;"">I am color blind when it comes to my teaching - I don’t think of my students in terms of their race or ethnicity.</span></b></b></b><br></p>","Neither agree nor disagree"
21227,318,8634,21227,MS_EB_01_T,"<p><b id=""docs-internal-guid-372bf957-7fff-d32d-e862-25e700c64d08""><b id=""docs-internal-guid-edfd1be6-7fff-07b3-808b-4da51e593455""><b id=""docs-internal-guid-25aa3810-7fff-d872-17f3-e9c2f37f40ac""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-da32abcc-7fff-5984-2d46-035782b2a047""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-a4f653fc-7fff-e7db-95cc-7059b51bbca6""><span style=""font-weight: bolder; font-size: 0.9375rem;"">I try to keep in mind the limits of my students’ ability and give them assignments that I know they can do so that they do not become discouraged.</span></b></span></b></span></b></b></b><br></p>",Agree
21231,318,8636,21231,MS_RC_02_X,"<p><b id=""docs-internal-guid-372bf957-7fff-d32d-e862-25e700c64d08""><b id=""docs-internal-guid-edfd1be6-7fff-07b3-808b-4da51e593455""><b id=""docs-internal-guid-e9b14c3a-7fff-9dc8-d99a-3915f43d3248""><span style=""font-weight: bolder; font-size: 0.9375rem;"">The gap in the achievement among students of different races is about poverty, not race.</span></b></b></b><br></p>","Neither agree nor disagree"
21240,318,8640,21240,MS_EB_02_X,"<p><b id=""docs-internal-guid-372bf957-7fff-d32d-e862-25e700c64d08""><b id=""docs-internal-guid-edfd1be6-7fff-07b3-808b-4da51e593455""><b id=""docs-internal-guid-25aa3810-7fff-d872-17f3-e9c2f37f40ac""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-da32abcc-7fff-5984-2d46-035782b2a047""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-a4f653fc-7fff-e7db-95cc-7059b51bbca6""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-43bb60fb-7fff-c1fd-300a-40375e88b212""><b id=""docs-internal-guid-8c4f12ed-7fff-5750-5294-230a980e81ab"">Before students are asked to engage in complex learning tasks, they need to have a solid grasp of basic skills.</b></b></span></b></span></b></span></b></b></b><br></p>",Disagree
21244,318,8642,21244,MS_EB_03_X,"<p><b id=""docs-internal-guid-372bf957-7fff-d32d-e862-25e700c64d08""><b id=""docs-internal-guid-edfd1be6-7fff-07b3-808b-4da51e593455""><b id=""docs-internal-guid-25aa3810-7fff-d872-17f3-e9c2f37f40ac""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-da32abcc-7fff-5984-2d46-035782b2a047""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-a4f653fc-7fff-e7db-95cc-7059b51bbca6""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-43bb60fb-7fff-c1fd-300a-40375e88b212""><b id=""docs-internal-guid-8c4f12ed-7fff-5750-5294-230a980e81ab""></b></b></span><b id=""docs-internal-guid-7562c9a5-7fff-c624-5b0a-83da61b07047"">It is not fair to ask students who are struggling with English to take on challenging academic assignments.</b></b></span></b></span></b></b></b><br></p>","Strongly disagree"
21253,318,8643,21253,MS_EB_04_X,"<p><b id=""docs-internal-guid-372bf957-7fff-d32d-e862-25e700c64d08""><b id=""docs-internal-guid-edfd1be6-7fff-07b3-808b-4da51e593455""><b id=""docs-internal-guid-25aa3810-7fff-d872-17f3-e9c2f37f40ac""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-da32abcc-7fff-5984-2d46-035782b2a047""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-a4f653fc-7fff-e7db-95cc-7059b51bbca6""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-43bb60fb-7fff-c1fd-300a-40375e88b212""><b id=""docs-internal-guid-8c4f12ed-7fff-5750-5294-230a980e81ab""></b></b></span><b id=""docs-internal-guid-7562c9a5-7fff-c624-5b0a-83da61b07047""><b id=""docs-internal-guid-5710f0a5-7fff-dd42-7795-7d35212eedfa""><span style=""font-weight: bolder; font-size: 0.9375rem;"">Teachers should provide all students the opportunity to work with grade-level texts and tasks.</span><br></b></b></b></span></b></span></b></b></b></p>","Strongly agree"
21255,318,8644,21255,MS_GMS_01_X,"<p><b id=""docs-internal-guid-372bf957-7fff-d32d-e862-25e700c64d08""><b id=""docs-internal-guid-edfd1be6-7fff-07b3-808b-4da51e593455""><b id=""docs-internal-guid-25aa3810-7fff-d872-17f3-e9c2f37f40ac""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-da32abcc-7fff-5984-2d46-035782b2a047""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-a4f653fc-7fff-e7db-95cc-7059b51bbca6""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-43bb60fb-7fff-c1fd-300a-40375e88b212""><b id=""docs-internal-guid-8c4f12ed-7fff-5750-5294-230a980e81ab""></b></b></span><b id=""docs-internal-guid-7562c9a5-7fff-c624-5b0a-83da61b07047""><b id=""docs-internal-guid-5710f0a5-7fff-dd42-7795-7d35212eedfa""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-2bbd8a81-7fff-7f06-4bbe-27c643d27259"">To be honest, students have a certain amount of intelligence, and they really can’t do much to change it.</b></span><br></b></b></b></span></b></span></b></b></b></p>",Disagree
21260,318,8645,21260,MS_GMS_02_X,"<p><b id=""docs-internal-guid-372bf957-7fff-d32d-e862-25e700c64d08""><b id=""docs-internal-guid-edfd1be6-7fff-07b3-808b-4da51e593455""><b id=""docs-internal-guid-25aa3810-7fff-d872-17f3-e9c2f37f40ac""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-da32abcc-7fff-5984-2d46-035782b2a047""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-a4f653fc-7fff-e7db-95cc-7059b51bbca6""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-43bb60fb-7fff-c1fd-300a-40375e88b212""><b id=""docs-internal-guid-8c4f12ed-7fff-5750-5294-230a980e81ab""></b></b></span><b id=""docs-internal-guid-7562c9a5-7fff-c624-5b0a-83da61b07047""><b id=""docs-internal-guid-5710f0a5-7fff-dd42-7795-7d35212eedfa""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-2bbd8a81-7fff-7f06-4bbe-27c643d27259""><b id=""docs-internal-guid-6dcdcbc1-7fff-a362-5752-0658c6a66312"">Your intelligence is something about you that you can’t change very much.</b></b></span><br></b></b></b></span></b></span></b></b></b></p>",Disagree
21268,318,8646,21268,MS_ACC_01_T,"<p><b id=""docs-internal-guid-372bf957-7fff-d32d-e862-25e700c64d08""><b id=""docs-internal-guid-edfd1be6-7fff-07b3-808b-4da51e593455""><b id=""docs-internal-guid-25aa3810-7fff-d872-17f3-e9c2f37f40ac""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-da32abcc-7fff-5984-2d46-035782b2a047""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-a4f653fc-7fff-e7db-95cc-7059b51bbca6""><span style=""font-weight: bolder; font-size: 0.9375rem;""><b id=""docs-internal-guid-55f2b419-7fff-2e76-189c-52f888f5af65"">If a child doesn’t learn something the first time, I will try another way.</b></span></b></span></b></span></b></b></b><br></p>","Strongly agree"
