student_id,teacher_id,prepost,What is your student identification number as provided by your school or teacher?,What is the name of your school district or parish?,What is your gender?,Are you Hispanic/Latino/a?,What is your race? - American Indian or Alaska Native,What is your race? - Native Hawaiian or other Pacific Islander,What is your race? - Black or African American,What is your race? - Asian,What is your race? - White,What is your race? - More than one race,What is your race? - Other (please specify),How often do you speak English at home? ,What grade level of math are you currently enrolled in?,How often does your teacher do these things? - My teacher explains what we are learning in different ways.,How often does your teacher do these things? - My teacher uses what I already know to help me understand new ideas.,How often does your teacher do these things? - My teacher wants students from different cultures to respect one another.,How often does your teacher do these things? - My teacher treats all students like they are important members of the classroom.,How often does your teacher do these things? - My teacher uses examples from my culture when teaching.,How often does your teacher do these things? - My teacher asks about students’ home life.,How often does your teacher do these things? - My teacher asks about ways that students’ cultures may be different from others.,How often does your teacher do these things? - My teacher helps students learn about other students and their cultures.,To what extent do you agree or disagree with the following statements? - This math class is a happy place for me to be.,To what extent do you agree or disagree with the following statements? - Being in this math class makes me feel sad or angry.,To what extent do you agree or disagree with the following statements? - The things we have done in math this year are interesting.,"To what extent do you agree or disagree with the following statements? - Because of this teacher, I am learning to love math.",To what extent do you agree or disagree with the following statements? - I enjoy math class this year.,To what extent do you agree or disagree with the following statements? - My teacher makes me feel that he/she really cares about me.,To what extent do you agree or disagree with the following statements? - I like the way my teacher treats me when I need help.,"To what extent do you agree or disagree with the following statements? - Even when math is hard, I know I can learn it.",To what extent do you agree or disagree with the following statements? - I can do almost all the math in this class if I don't give up.,To what extent do you agree or disagree with the following statements? - I'm certain I can master the math skills taught in this class.,"To what extent do you agree or disagree with the following statements? - When doing work for this math class, I focus on learning not time work takes.",To what extent do you agree or disagree with the following statements? - I have been able to figure out the most difficult work in this math class.,To what extent are the following statements true or not true? - My teacher makes sure that I try to do my best.,"To what extent are the following statements true or not true? - In this class, we learn a lot almost every day.","To what extent are the following statements true or not true? - In this class, we learn to correct our mistakes.","To what extent are the following statements true or not true? - In this class, my teacher accepts nothing less than our full effort.","To what extent are the following statements true or not true? - My teacher wants us to use our thinking skills, not just memorize things."
student_204,teacher_5,pre,900,Clovis Municipal Schools,Male,No,NA,NA,Black or African American,NA,NA,NA,NA,Always,6,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_187,teacher_5,pre,800,Clovis Municipal Schools,Female,Yes,NA,NA,NA,NA,NA,NA,H - HISPANIC,Almost always,7,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_166,teacher_5,pre,700,Clovis Municipal Schools,Female,No,NA,NA,NA,NA,White,NA,NA,Always,7,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_141,teacher_5,pre,600,Clovis Municipal Schools,Male,No,NA,NA,Black or African American,NA,NA,NA,NA,Always,7,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_104,teacher_14,pre,417451770,Deming Public Schools,Female,Yes,NA,NA,NA,NA,White,NA,NA,Sometimes,7,4- A lot,4- A lot,5- Always,5- Always,3- Sometimes,3- Sometimes,3- Sometimes,2- Rarely,5- Agree,2- Somewhat disagree,5- Agree,3- Neither disagree nor agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_114,teacher_17,pre,474557683,Deming Public Schools,Male,No,NA,NA,NA,NA,NA,NA,NA,Almost always,8,5- Always,4- A lot,5- Always,4- A lot,5- Always,4- A lot,3- Sometimes,4- A lot,5- Agree,1- Disagree,5- Agree,1- Disagree,5- Agree,1- Disagree,4- Somewhat agree,1- Disagree,3- Neither disagree nor agree,1- Disagree,3- Neither disagree nor agree,1- Disagree,5- Totally true,5- Totally true,5- Totally true,4- Mostly true,4- Mostly true
student_111,teacher_17,pre,459326955,Deming Public Schools,Female,Yes,NA,NA,NA,NA,White,NA,NA,Never,9,5- Always,4- A lot,5- Always,5- Always,1- Never,1- Never,1- Never,1- Never,4- Somewhat agree,1- Disagree,5- Agree,4- Somewhat agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Totally true,5- Totally true,4- Mostly true,5- Totally true,5- Totally true
student_168,teacher_17,pre,711373779,Deming Public Schools,Female,Yes,NA,NA,NA,NA,NA,More than one race,NA,Sometimes,9,4- A lot,3- Sometimes,NA,5- Always,1- Never,2- Rarely,1- Never,1- Never,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Somewhat agree,2- Somewhat disagree,1- Disagree,2- Somewhat disagree,1- Disagree,1- Disagree,1- Disagree,1- Disagree,3- Neither disagree nor agree,1- Disagree,3- Neither untrue nor true,5- Totally true,5- Totally true,5- Totally true,3- Neither untrue nor true
student_154,teacher_17,pre,661661223,Deming Public Schools,Male,Yes,NA,NA,NA,NA,NA,NA,Hispanic,Almost always,9,3- Sometimes,3- Sometimes,5- Always,5- Always,2- Rarely,1- Never,1- Never,1- Never,3- Neither disagree nor agree,2- Somewhat disagree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Somewhat agree,3- Neither disagree nor agree,2- Somewhat disagree,2- Somewhat disagree,2- Somewhat disagree,3- Neither disagree nor agree,2- Somewhat disagree,3- Neither untrue nor true,2- Mostly untrue,3- Neither untrue nor true,4- Mostly true,3- Neither untrue nor true
student_42,teacher_17,pre,175853548,Deming Public Schools,Male,Yes,NA,NA,NA,NA,NA,NA,Hispanic ,Always,9,4- A lot,3- Sometimes,5- Always,5- Always,3- Sometimes,3- Sometimes,4- A lot,4- A lot,3- Neither disagree nor agree,1- Disagree,3- Neither disagree nor agree,2- Somewhat disagree,3- Neither disagree nor agree,3- Neither disagree nor agree,2- Somewhat disagree,3- Neither disagree nor agree,2- Somewhat disagree,3- Neither disagree nor agree,4- Somewhat agree,3- Neither disagree nor agree,5- Totally true,5- Totally true,5- Totally true,4- Mostly true,4- Mostly true
student_70,teacher_17,pre,257137448,Deming Public Schools,Male,Yes,NA,NA,NA,NA,NA,NA,mexican american ,Always,9,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Agree,3- Neither disagree nor agree,4- Somewhat agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_86,teacher_17,pre,337255327,Deming Public Schools,Male,Yes,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,Never,9,5- Always,4- A lot,5- Always,5- Always,1- Never,1- Never,1- Never,1- Never,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_75,teacher_17,pre,279238554,Deming Public Schools,Male,Yes,NA,NA,NA,NA,NA,NA,Caucasian,Always,9,5- Always,5- Always,5- Always,5- Always,2- Rarely,5- Always,5- Always,2- Rarely,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_63,teacher_17,pre,231635988,Deming Public Schools,Male,No,NA,NA,NA,NA,NA,More than one race,NA,Always,9,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_108,teacher_17,pre,435631676,Deming Public Schools,Female,Yes,NA,NA,NA,NA,NA,More than one race,NA,Sometimes,9,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,4- Somewhat agree,4- Somewhat agree,5- Agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_192,teacher_17,pre,824817449,Deming Public Schools,Female,Yes,NA,NA,NA,NA,NA,NA,Hispanic,Almost always,9,3- Sometimes,3- Sometimes,5- Always,5- Always,1- Never,2- Rarely,1- Never,2- Rarely,4- Somewhat agree,2- Somewhat disagree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Somewhat agree,4- Somewhat agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Somewhat agree,3- Neither disagree nor agree,4- Mostly true,4- Mostly true,5- Totally true,5- Totally true,5- Totally true
student_98,teacher_17,pre,391736568,Deming Public Schools,Female,Yes,NA,NA,NA,NA,NA,More than one race,NA,Sometimes,9,4- A lot,5- Always,5- Always,3- Sometimes,1- Never,1- Never,1- Never,2- Rarely,2- Somewhat disagree,4- Somewhat agree,5- Agree,2- Somewhat disagree,2- Somewhat disagree,4- Somewhat agree,3- Neither disagree nor agree,2- Somewhat disagree,4- Somewhat agree,4- Somewhat agree,5- Agree,3- Neither disagree nor agree,4- Mostly true,4- Mostly true,4- Mostly true,5- Totally true,5- Totally true
student_25,teacher_17,pre,156867467,Deming Public Schools,Male,Yes,NA,NA,NA,NA,NA,NA,hispanic,Always,10,5- Always,5- Always,5- Always,5- Always,1- Never,2- Rarely,1- Never,1- Never,3- Neither disagree nor agree,1- Disagree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_150,teacher_17,pre,636923930,Deming Public Schools,Male,Yes,NA,NA,NA,NA,NA,More than one race,NA,Almost always,9,3- Sometimes,5- Always,5- Always,5- Always,3- Sometimes,3- Sometimes,4- A lot,4- A lot,4- Somewhat agree,1- Disagree,5- Agree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,5- Totally true,4- Mostly true,5- Totally true,4- Mostly true,5- Totally true
student_195,teacher_17,pre,844464719,Deming Public Schools,Female,Yes,NA,NA,NA,NA,NA,More than one race,NA,Sometimes,9,3- Sometimes,4- A lot,5- Always,5- Always,1- Never,1- Never,1- Never,1- Never,4- Somewhat agree,1- Disagree,5- Agree,3- Neither disagree nor agree,4- Somewhat agree,5- Agree,5- Agree,3- Neither disagree nor agree,1- Disagree,4- Somewhat agree,5- Agree,1- Disagree,4- Mostly true,4- Mostly true,4- Mostly true,4- Mostly true,4- Mostly true
student_176,teacher_17,pre,726292212,Deming Public Schools,Male,Yes,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,Always,9,5- Always,4- A lot,4- A lot,5- Always,4- A lot,2- Rarely,3- Sometimes,3- Sometimes,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,3- Neither disagree nor agree,4- Somewhat agree,4- Mostly true,4- Mostly true,3- Neither untrue nor true,4- Mostly true,4- Mostly true
student_171,teacher_17,pre,721783538,Deming Public Schools,Male,Yes,NA,NA,NA,NA,NA,NA,Mexican American ,Almost always,9,4- A lot,3- Sometimes,4- A lot,5- Always,2- Rarely,2- Rarely,1- Never,1- Never,4- Somewhat agree,2- Somewhat disagree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,3- Neither disagree nor agree,4- Somewhat agree,4- Mostly true,4- Mostly true,3- Neither untrue nor true,4- Mostly true,4- Mostly true
student_26,teacher_17,pre,156875122,Deming Public Schools,Female,Yes,NA,NA,NA,NA,White,NA,NA,Always,9,4- A lot,4- A lot,3- Sometimes,5- Always,1- Never,1- Never,1- Never,1- Never,4- Somewhat agree,2- Somewhat disagree,3- Neither disagree nor agree,3- Neither disagree nor agree,2- Somewhat disagree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,4- Somewhat agree,4- Mostly true,5- Totally true,4- Mostly true,5- Totally true,5- Totally true
student_110,teacher_17,pre,447534470,Deming Public Schools,Male,No,NA,NA,NA,NA,White,NA,NA,Always,9,3- Sometimes,4- A lot,5- Always,5- Always,1- Never,1- Never,1- Never,1- Never,2- Somewhat disagree,3- Neither disagree nor agree,3- Neither disagree nor agree,2- Somewhat disagree,2- Somewhat disagree,2- Somewhat disagree,2- Somewhat disagree,2- Somewhat disagree,2- Somewhat disagree,2- Somewhat disagree,2- Somewhat disagree,4- Somewhat agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_162,teacher_17,pre,696599349,Deming Public Schools,Male,Yes,NA,NA,NA,NA,White,NA,NA,Sometimes,6,5- Always,3- Sometimes,3- Sometimes,4- A lot,1- Never,3- Sometimes,1- Never,1- Never,4- Somewhat agree,1- Disagree,4- Somewhat agree,3- Neither disagree nor agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,3- Neither untrue nor true,4- Mostly true,5- Totally true,4- Mostly true,5- Totally true
student_73,teacher_17,pre,272998428,Deming Public Schools,Male,Yes,NA,NA,NA,NA,NA,NA,Mexican ,Almost always,9,5- Always,4- A lot,5- Always,5- Always,5- Always,3- Sometimes,3- Sometimes,5- Always,5- Agree,1- Disagree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_123,teacher_17,pre,496459496,Deming Public Schools,Male,No,NA,NA,NA,NA,White,NA,NA,Always,9,4- A lot,5- Always,5- Always,5- Always,3- Sometimes,3- Sometimes,1- Never,1- Never,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Somewhat agree,2- Somewhat disagree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Agree,4- Somewhat agree,3- Neither disagree nor agree,5- Agree,3- Neither disagree nor agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_159,teacher_17,pre,682523931,Deming Public Schools,Female,Yes,NA,NA,NA,NA,NA,NA,American/Mexican ,Sometimes,9,5- Always,4- A lot,5- Always,5- Always,2- Rarely,1- Never,2- Rarely,3- Sometimes,5- Agree,1- Disagree,5- Agree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Mostly true,5- Totally true,4- Mostly true,5- Totally true,5- Totally true
student_13,teacher_17,pre,126264233,Deming Public Schools,Female,No,NA,NA,NA,NA,White,NA,Choctaw indian ,Always,9,3- Sometimes,5- Always,5- Always,5- Always,1- Never,1- Never,1- Never,1- Never,3- Neither disagree nor agree,3- Neither disagree nor agree,5- Agree,1- Disagree,1- Disagree,2- Somewhat disagree,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Somewhat agree,2- Somewhat disagree,5- Agree,3- Neither disagree nor agree,4- Mostly true,4- Mostly true,3- Neither untrue nor true,5- Totally true,5- Totally true
student_137,teacher_17,pre,581645777,Deming Public Schools,Female,Yes,NA,NA,NA,NA,NA,NA,Mexican American,Never,9,5- Always,5- Always,5- Always,5- Always,1- Never,3- Sometimes,5- Always,5- Always,5- Agree,1- Disagree,3- Neither disagree nor agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_140,teacher_17,pre,596922666,Deming Public Schools,Female,Yes,NA,NA,NA,NA,NA,NA,Mexican American,Never,9,5- Always,5- Always,5- Always,5- Always,1- Never,3- Sometimes,5- Always,5- Always,5- Agree,1- Disagree,3- Neither disagree nor agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_17,teacher_17,pre,135286870,Deming Public Schools,Male,Yes,NA,NA,NA,NA,White,NA,NA,Always,9,5- Always,4- A lot,5- Always,5- Always,3- Sometimes,5- Always,5- Always,4- A lot,5- Agree,1- Disagree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Totally true,4- Mostly true,5- Totally true,5- Totally true,5- Totally true
student_61,teacher_14,pre,217367192,Deming Public Schools,Female,Yes,NA,NA,NA,NA,White,NA,NA,Always,7,3- Sometimes,4- A lot,5- Always,5- Always,3- Sometimes,1- Never,2- Rarely,4- A lot,5- Agree,1- Disagree,3- Neither disagree nor agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,4- Somewhat agree,2- Somewhat disagree,4- Somewhat agree,3- Neither disagree nor agree,4- Somewhat agree,5- Totally true,5- Totally true,5- Totally true,4- Mostly true,5- Totally true
student_96,teacher_14,pre,388969685,Deming Public Schools,Female,Yes,NA,NA,NA,NA,NA,More than one race,German,Always,7,4- A lot,5- Always,5- Always,5- Always,4- A lot,3- Sometimes,2- Rarely,2- Rarely,5- Agree,1- Disagree,4- Somewhat agree,3- Neither disagree nor agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,3- Neither disagree nor agree,4- Somewhat agree,5- Totally true,4- Mostly true,5- Totally true,5- Totally true,5- Totally true
student_32,teacher_14,pre,162447718,Deming Public Schools,Male,Yes,NA,NA,NA,NA,NA,NA,Latin ,Never,7,5- Always,5- Always,5- Always,5- Always,3- Sometimes,1- Never,3- Sometimes,1- Never,5- Agree,1- Disagree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,4- Somewhat agree,5- Totally true,4- Mostly true,5- Totally true,5- Totally true,4- Mostly true
student_30,teacher_14,pre,161145826,Deming Public Schools,Male,Yes,NA,NA,NA,NA,NA,NA,Lationo,Sometimes,7,5- Always,5- Always,5- Always,5- Always,3- Sometimes,1- Never,3- Sometimes,1- Never,5- Agree,1- Disagree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,4- Somewhat agree,5- Totally true,4- Mostly true,5- Totally true,5- Totally true,4- Mostly true
student_139,teacher_14,pre,595496969,Deming Public Schools,NA,No,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,Always,7,4- A lot,5- Always,5- Always,5- Always,1- Never,3- Sometimes,1- Never,1- Never,5- Agree,1- Disagree,5- Agree,3- Neither disagree nor agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,4- Mostly true,5- Totally true
student_27,teacher_14,pre,157857244,Deming Public Schools,Male,Yes,NA,NA,NA,NA,NA,More than one race,Hispanic/American,Sometimes,7,3- Sometimes,5- Always,5- Always,5- Always,2- Rarely,1- Never,1- Never,1- Never,5- Agree,1- Disagree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,4- Somewhat agree,5- Agree,5- Totally true,4- Mostly true,5- Totally true,5- Totally true,4- Mostly true
student_184,teacher_14,pre,778929653,Deming Public Schools,Female,Yes,NA,NA,NA,NA,NA,NA,Mexican American ,Sometimes,7,5- Always,4- A lot,5- Always,5- Always,2- Rarely,2- Rarely,2- Rarely,1- Never,4- Somewhat agree,1- Disagree,4- Somewhat agree,3- Neither disagree nor agree,5- Agree,4- Somewhat agree,5- Agree,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Somewhat agree,3- Neither disagree nor agree,3- Neither disagree nor agree,5- Totally true,4- Mostly true,4- Mostly true,5- Totally true,5- Totally true
student_83,teacher_14,pre,324794684,Deming Public Schools,Female,Yes,NA,NA,NA,NA,NA,NA,Hispanic/American,Sometimes,7,5- Always,4- A lot,5- Always,4- A lot,3- Sometimes,2- Rarely,2- Rarely,2- Rarely,4- Somewhat agree,2- Somewhat disagree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Agree,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_21,teacher_14,pre,147763973,Deming Public Schools,Female,Yes,NA,NA,NA,NA,NA,NA,Mexican American,Sometimes,7,5- Always,4- A lot,5- Always,5- Always,3- Sometimes,1- Never,2- Rarely,2- Rarely,3- Neither disagree nor agree,2- Somewhat disagree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_64,teacher_14,pre,235367620,Deming Public Schools,Female,No,NA,NA,NA,NA,NA,NA,Mexican- American,Always,7,5- Always,5- Always,5- Always,2- Rarely,2- Rarely,2- Rarely,2- Rarely,2- Rarely,3- Neither disagree nor agree,4- Somewhat agree,3- Neither disagree nor agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,4- Somewhat agree,4- Somewhat agree,3- Neither disagree nor agree,4- Mostly true,4- Mostly true,4- Mostly true,5- Totally true,5- Totally true
student_152,teacher_14,pre,648394377,Deming Public Schools,Male,Yes,NA,NA,NA,NA,NA,NA,Hispanic,Sometimes,7,2- Rarely,3- Sometimes,4- A lot,5- Always,1- Never,NA,2- Rarely,1- Never,1- Disagree,4- Somewhat agree,4- Somewhat agree,3- Neither disagree nor agree,1- Disagree,1- Disagree,3- Neither disagree nor agree,4- Somewhat agree,4- Somewhat agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither untrue nor true,4- Mostly true,3- Neither untrue nor true,4- Mostly true,5- Totally true
student_200,teacher_14,pre,875724866,Deming Public Schools,Female,Yes,NA,NA,NA,NA,White,NA,Mexican,Almost always,7,4- A lot,5- Always,5- Always,5- Always,2- Rarely,2- Rarely,2- Rarely,2- Rarely,5- Agree,1- Disagree,3- Neither disagree nor agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Agree,4- Somewhat agree,5- Totally true,4- Mostly true,5- Totally true,5- Totally true,5- Totally true
student_193,teacher_14,pre,832681670,Deming Public Schools,Male,Yes,NA,NA,NA,NA,NA,NA,Mexican / White,Almost always,7,5- Always,5- Always,5- Always,5- Always,1- Never,3- Sometimes,1- Never,1- Never,5- Agree,2- Somewhat disagree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_44,teacher_14,pre,176818714,Deming Public Schools,Female,Yes,NA,NA,NA,NA,White,More than one race,hispanic,Sometimes,7,4- A lot,4- A lot,5- Always,5- Always,3- Sometimes,2- Rarely,2- Rarely,3- Sometimes,3- Neither disagree nor agree,1- Disagree,3- Neither disagree nor agree,2- Somewhat disagree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,5- Totally true,4- Mostly true,4- Mostly true,5- Totally true,4- Mostly true
student_131,teacher_14,pre,558369112,Deming Public Schools,Female,Yes,NA,NA,NA,NA,White,NA,NA,Always,7,4- A lot,4- A lot,5- Always,5- Always,1- Never,3- Sometimes,1- Never,1- Never,5- Agree,1- Disagree,NA,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_62,teacher_14,pre,227574613,Deming Public Schools,Male,Yes,NA,NA,NA,NA,NA,More than one race,NA,Almost always,7,2- Rarely,3- Sometimes,4- A lot,5- Always,1- Never,1- Never,2- Rarely,1- Never,1- Disagree,3- Neither disagree nor agree,4- Somewhat agree,3- Neither disagree nor agree,3- Neither disagree nor agree,1- Disagree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,3- Neither disagree nor agree,5- Agree,4- Mostly true,4- Mostly true,3- Neither untrue nor true,4- Mostly true,5- Totally true
student_34,teacher_14,pre,164453979,Deming Public Schools,Female,No,NA,NA,NA,NA,White,NA,NA,Almost always,7,5- Always,4- A lot,5- Always,5- Always,1- Never,2- Rarely,1- Never,1- Never,3- Neither disagree nor agree,5- Agree,2- Somewhat disagree,1- Disagree,1- Disagree,3- Neither disagree nor agree,4- Somewhat agree,5- Agree,4- Somewhat agree,3- Neither disagree nor agree,1- Disagree,1- Disagree,5- Totally true,5- Totally true,5- Totally true,4- Mostly true,3- Neither untrue nor true
student_127,teacher_14,pre,521747436,Deming Public Schools,Female,No,NA,NA,NA,NA,White,NA,NA,Always,7,4- A lot,5- Always,5- Always,5- Always,2- Rarely,1- Never,1- Never,1- Never,5- Agree,1- Disagree,1- Disagree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,4- Mostly true,5- Totally true,4- Mostly true,4- Mostly true
student_97,teacher_19,pre,389393794,Pojoaque Valley School District,Female,No,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,Sometimes,10,5- Always,4- A lot,5- Always,5- Always,5- Always,1- Never,5- Always,5- Always,5- Agree,3- Neither disagree nor agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,NA,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_143,teacher_19,pre,612757427,Pojoaque Valley School District,Female,Yes,NA,NA,NA,NA,White,NA,NA,Always,9,4- A lot,5- Always,5- Always,5- Always,3- Sometimes,4- A lot,3- Sometimes,4- A lot,5- Agree,2- Somewhat disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,4- Somewhat agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
